,"T","t","date"
0,101.00,2200.58,"2022,11,10,11:26:55"
0,101.25,2201.59,"2022,11,10,11:26:56"
0,101.75,2202.59,"2022,11,10,11:26:57"
0,101.75,2203.59,"2022,11,10,11:26:58"
0,102.75,2204.59,"2022,11,10,11:26:59"
0,102.75,2205.59,"2022,11,10,11:27:00"
0,104.00,2206.60,"2022,11,10,11:27:01"
0,104.25,2207.60,"2022,11,10,11:27:02"
0,104.25,2208.60,"2022,11,10,11:27:03"
0,104.25,2209.60,"2022,11,10,11:27:04"
0,104.00,2210.60,"2022,11,10,11:27:05"
0,105.50,2211.60,"2022,11,10,11:27:06"
0,105.75,2212.61,"2022,11,10,11:27:07"
0,105.25,2213.61,"2022,11,10,11:27:08"
0,105.75,2214.61,"2022,11,10,11:27:09"
0,105.75,2215.61,"2022,11,10,11:27:10"
0,106.50,2216.61,"2022,11,10,11:27:11"
0,106.75,2217.61,"2022,11,10,11:27:12"
0,106.25,2218.62,"2022,11,10,11:27:13"
0,106.50,2219.62,"2022,11,10,11:27:14"
0,107.50,2220.62,"2022,11,10,11:27:15"
0,106.75,2221.62,"2022,11,10,11:27:16"
0,107.25,2222.62,"2022,11,10,11:27:17"
0,107.75,2223.62,"2022,11,10,11:27:18"
0,108.50,2224.63,"2022,11,10,11:27:19"
0,108.50,2225.63,"2022,11,10,11:27:20"
0,109.00,2226.63,"2022,11,10,11:27:21"
0,109.00,2227.63,"2022,11,10,11:27:22"
0,109.25,2228.63,"2022,11,10,11:27:23"
0,109.00,2229.63,"2022,11,10,11:27:24"
0,109.75,2230.64,"2022,11,10,11:27:25"
0,110.00,2231.64,"2022,11,10,11:27:26"
0,110.75,2232.64,"2022,11,10,11:27:27"
0,110.75,2233.64,"2022,11,10,11:27:28"
0,111.50,2234.64,"2022,11,10,11:27:29"
0,110.50,2235.64,"2022,11,10,11:27:30"
0,111.25,2236.65,"2022,11,10,11:27:31"
0,111.50,2237.65,"2022,11,10,11:27:32"
0,110.75,2238.65,"2022,11,10,11:27:33"
0,112.00,2239.65,"2022,11,10,11:27:34"
0,112.00,2240.65,"2022,11,10,11:27:35"
0,111.00,2241.65,"2022,11,10,11:27:36"
0,111.50,2242.66,"2022,11,10,11:27:37"
0,111.50,2243.66,"2022,11,10,11:27:38"
0,111.75,2244.66,"2022,11,10,11:27:39"
0,112.00,2245.66,"2022,11,10,11:27:40"
0,111.75,2246.66,"2022,11,10,11:27:41"
0,111.50,2247.66,"2022,11,10,11:27:42"
0,112.75,2248.67,"2022,11,10,11:27:43"
0,111.75,2249.67,"2022,11,10,11:27:44"
0,112.50,2250.67,"2022,11,10,11:27:45"
0,111.50,2251.67,"2022,11,10,11:27:46"
0,112.50,2252.67,"2022,11,10,11:27:47"
0,112.00,2253.67,"2022,11,10,11:27:48"
0,111.50,2254.68,"2022,11,10,11:27:49"
0,112.25,2255.68,"2022,11,10,11:27:50"
0,111.50,2256.68,"2022,11,10,11:27:51"
0,111.50,2257.68,"2022,11,10,11:27:52"
0,112.00,2258.68,"2022,11,10,11:27:53"
0,112.25,2259.68,"2022,11,10,11:27:54"
0,112.25,2260.69,"2022,11,10,11:27:55"
0,112.50,2261.69,"2022,11,10,11:27:56"
0,111.75,2262.69,"2022,11,10,11:27:57"
0,112.25,2263.69,"2022,11,10,11:27:58"
0,112.25,2264.69,"2022,11,10,11:27:59"
0,112.00,2265.69,"2022,11,10,11:28:00"
0,112.50,2266.70,"2022,11,10,11:28:01"
0,111.50,2267.70,"2022,11,10,11:28:02"
0,112.00,2268.70,"2022,11,10,11:28:03"
0,111.75,2269.70,"2022,11,10,11:28:04"
0,111.50,2270.70,"2022,11,10,11:28:05"
0,111.75,2271.70,"2022,11,10,11:28:06"
0,112.25,2272.71,"2022,11,10,11:28:07"
0,112.25,2273.71,"2022,11,10,11:28:08"
0,112.75,2274.71,"2022,11,10,11:28:09"
0,112.75,2275.71,"2022,11,10,11:28:10"
0,112.00,2276.71,"2022,11,10,11:28:11"
0,112.00,2277.71,"2022,11,10,11:28:12"
0,112.00,2278.72,"2022,11,10,11:28:13"
0,111.75,2279.72,"2022,11,10,11:28:14"
0,112.50,2280.72,"2022,11,10,11:28:15"
0,111.75,2281.72,"2022,11,10,11:28:16"
0,112.50,2282.72,"2022,11,10,11:28:17"
0,112.00,2283.72,"2022,11,10,11:28:18"
0,113.00,2284.73,"2022,11,10,11:28:19"
0,112.25,2285.73,"2022,11,10,11:28:20"
0,112.75,2286.73,"2022,11,10,11:28:21"
0,113.00,2287.73,"2022,11,10,11:28:22"
0,112.50,2288.73,"2022,11,10,11:28:23"
0,113.00,2289.73,"2022,11,10,11:28:24"
0,112.75,2290.74,"2022,11,10,11:28:25"
0,112.75,2291.74,"2022,11,10,11:28:26"
0,113.50,2292.74,"2022,11,10,11:28:27"
0,114.00,2293.74,"2022,11,10,11:28:28"
0,113.50,2294.74,"2022,11,10,11:28:29"
0,113.75,2295.75,"2022,11,10,11:28:30"
0,113.25,2296.75,"2022,11,10,11:28:31"
0,113.50,2297.75,"2022,11,10,11:28:32"
0,113.50,2298.75,"2022,11,10,11:28:33"
0,114.50,2299.75,"2022,11,10,11:28:34"
0,113.50,2300.75,"2022,11,10,11:28:35"
0,114.00,2301.75,"2022,11,10,11:28:36"
0,114.25,2302.76,"2022,11,10,11:28:37"
0,114.00,2303.76,"2022,11,10,11:28:38"
0,113.75,2304.76,"2022,11,10,11:28:39"
0,114.50,2305.76,"2022,11,10,11:28:40"
0,114.00,2306.76,"2022,11,10,11:28:41"
0,114.50,2307.76,"2022,11,10,11:28:42"
0,113.75,2308.77,"2022,11,10,11:28:43"
0,113.75,2309.77,"2022,11,10,11:28:44"
0,113.75,2310.77,"2022,11,10,11:28:45"
0,113.25,2311.77,"2022,11,10,11:28:46"
0,114.25,2312.77,"2022,11,10,11:28:47"
0,113.25,2313.77,"2022,11,10,11:28:48"
0,114.25,2314.78,"2022,11,10,11:28:49"
0,113.25,2315.78,"2022,11,10,11:28:50"
0,113.75,2316.78,"2022,11,10,11:28:51"
0,113.25,2317.78,"2022,11,10,11:28:52"
0,113.25,2318.78,"2022,11,10,11:28:53"
0,114.25,2319.78,"2022,11,10,11:28:54"
0,113.75,2320.79,"2022,11,10,11:28:55"
0,114.00,2321.79,"2022,11,10,11:28:56"
0,113.00,2322.79,"2022,11,10,11:28:57"
0,113.00,2323.79,"2022,11,10,11:28:58"
0,113.00,2324.79,"2022,11,10,11:28:59"
0,113.25,2325.79,"2022,11,10,11:29:00"
0,113.50,2326.80,"2022,11,10,11:29:01"
0,113.50,2327.80,"2022,11,10,11:29:02"
0,113.25,2328.80,"2022,11,10,11:29:03"
0,114.00,2329.80,"2022,11,10,11:29:04"
0,113.50,2330.80,"2022,11,10,11:29:05"
0,113.50,2331.80,"2022,11,10,11:29:06"
0,113.75,2332.81,"2022,11,10,11:29:07"
0,112.75,2333.81,"2022,11,10,11:29:08"
0,113.25,2334.81,"2022,11,10,11:29:09"
0,112.75,2335.81,"2022,11,10,11:29:10"
0,112.50,2336.81,"2022,11,10,11:29:11"
0,113.00,2337.81,"2022,11,10,11:29:12"
0,112.75,2338.82,"2022,11,10,11:29:13"
0,113.50,2339.82,"2022,11,10,11:29:14"
0,113.25,2340.82,"2022,11,10,11:29:15"
0,112.75,2341.82,"2022,11,10,11:29:16"
0,113.25,2342.82,"2022,11,10,11:29:17"
0,112.25,2343.82,"2022,11,10,11:29:18"
0,113.00,2344.83,"2022,11,10,11:29:19"
0,113.00,2345.83,"2022,11,10,11:29:20"
0,113.00,2346.83,"2022,11,10,11:29:21"
0,113.25,2347.83,"2022,11,10,11:29:22"
0,112.75,2348.83,"2022,11,10,11:29:23"
0,113.00,2349.83,"2022,11,10,11:29:24"
0,112.75,2350.84,"2022,11,10,11:29:25"
0,113.00,2351.84,"2022,11,10,11:29:26"
0,112.25,2352.84,"2022,11,10,11:29:27"
0,113.00,2353.84,"2022,11,10,11:29:28"
0,112.50,2354.84,"2022,11,10,11:29:29"
0,113.00,2355.84,"2022,11,10,11:29:30"
0,112.75,2356.85,"2022,11,10,11:29:31"
0,112.00,2357.85,"2022,11,10,11:29:32"
0,112.50,2358.85,"2022,11,10,11:29:33"
0,112.00,2359.85,"2022,11,10,11:29:34"
0,112.25,2360.85,"2022,11,10,11:29:35"
0,112.50,2361.85,"2022,11,10,11:29:36"
0,111.75,2362.86,"2022,11,10,11:29:37"
0,113.00,2363.86,"2022,11,10,11:29:38"
0,112.50,2364.86,"2022,11,10,11:29:39"
0,112.25,2365.86,"2022,11,10,11:29:40"
0,112.00,2366.86,"2022,11,10,11:29:41"
0,111.75,2367.86,"2022,11,10,11:29:42"
0,112.25,2368.87,"2022,11,10,11:29:43"
0,112.50,2369.87,"2022,11,10,11:29:44"
0,112.50,2370.87,"2022,11,10,11:29:45"
0,112.75,2371.87,"2022,11,10,11:29:46"
0,112.50,2372.87,"2022,11,10,11:29:47"
0,112.50,2373.87,"2022,11,10,11:29:48"
0,112.75,2374.88,"2022,11,10,11:29:49"
0,112.00,2375.88,"2022,11,10,11:29:50"
0,112.75,2376.88,"2022,11,10,11:29:51"
0,112.50,2377.88,"2022,11,10,11:29:52"
0,112.50,2378.88,"2022,11,10,11:29:53"
0,112.50,2379.88,"2022,11,10,11:29:54"
0,112.50,2380.89,"2022,11,10,11:29:55"
0,113.00,2381.89,"2022,11,10,11:29:56"
0,112.25,2382.89,"2022,11,10,11:29:57"
0,112.25,2383.89,"2022,11,10,11:29:58"
0,112.75,2384.89,"2022,11,10,11:29:59"
0,113.25,2385.90,"2022,11,10,11:30:00"
0,112.75,2386.90,"2022,11,10,11:30:01"
0,113.25,2387.90,"2022,11,10,11:30:02"
0,112.75,2388.90,"2022,11,10,11:30:03"
0,113.25,2389.90,"2022,11,10,11:30:04"
0,113.00,2390.90,"2022,11,10,11:30:05"
0,112.75,2391.90,"2022,11,10,11:30:06"
0,113.00,2392.91,"2022,11,10,11:30:07"
0,113.25,2393.91,"2022,11,10,11:30:08"
0,112.75,2394.91,"2022,11,10,11:30:09"
0,112.75,2395.91,"2022,11,10,11:30:10"
0,112.75,2396.91,"2022,11,10,11:30:11"
0,112.25,2397.91,"2022,11,10,11:30:12"
0,112.75,2398.92,"2022,11,10,11:30:13"
0,113.25,2399.92,"2022,11,10,11:30:14"
0,112.25,2400.92,"2022,11,10,11:30:15"
0,112.50,2401.92,"2022,11,10,11:30:16"
0,112.75,2402.92,"2022,11,10,11:30:17"
0,112.75,2403.92,"2022,11,10,11:30:18"
0,113.00,2404.93,"2022,11,10,11:30:19"
0,112.75,2405.93,"2022,11,10,11:30:20"
0,112.75,2406.93,"2022,11,10,11:30:21"
0,112.00,2407.93,"2022,11,10,11:30:22"
0,112.75,2408.93,"2022,11,10,11:30:23"
0,112.00,2409.93,"2022,11,10,11:30:24"
0,112.50,2410.94,"2022,11,10,11:30:25"
0,113.00,2411.94,"2022,11,10,11:30:26"
0,112.50,2412.94,"2022,11,10,11:30:27"
0,112.00,2413.94,"2022,11,10,11:30:28"
0,113.00,2414.94,"2022,11,10,11:30:29"
0,112.25,2415.94,"2022,11,10,11:30:30"
0,112.00,2416.95,"2022,11,10,11:30:31"
0,112.75,2417.95,"2022,11,10,11:30:32"
0,112.75,2418.95,"2022,11,10,11:30:33"
0,112.50,2419.95,"2022,11,10,11:30:34"
0,111.75,2420.95,"2022,11,10,11:30:35"
0,111.75,2421.95,"2022,11,10,11:30:36"
0,112.25,2422.96,"2022,11,10,11:30:37"
0,112.25,2423.96,"2022,11,10,11:30:38"
0,111.75,2424.96,"2022,11,10,11:30:39"
0,112.00,2425.96,"2022,11,10,11:30:40"
0,111.75,2426.96,"2022,11,10,11:30:41"
0,112.50,2427.97,"2022,11,10,11:30:42"
0,112.00,2428.97,"2022,11,10,11:30:43"
0,112.50,2429.97,"2022,11,10,11:30:44"
0,112.50,2430.97,"2022,11,10,11:30:45"
0,112.00,2431.97,"2022,11,10,11:30:46"
0,112.00,2432.97,"2022,11,10,11:30:47"
0,111.75,2433.98,"2022,11,10,11:30:48"
0,111.50,2434.98,"2022,11,10,11:30:49"
0,112.00,2435.98,"2022,11,10,11:30:50"
0,111.00,2436.98,"2022,11,10,11:30:51"
0,111.00,2437.98,"2022,11,10,11:30:52"
0,110.75,2438.98,"2022,11,10,11:30:53"
0,111.25,2439.98,"2022,11,10,11:30:54"
0,111.25,2440.99,"2022,11,10,11:30:55"
0,111.25,2441.99,"2022,11,10,11:30:56"
0,111.50,2442.99,"2022,11,10,11:30:57"
0,110.75,2443.99,"2022,11,10,11:30:58"
0,111.00,2444.99,"2022,11,10,11:30:59"
0,111.25,2446.00,"2022,11,10,11:31:00"
0,110.75,2447.00,"2022,11,10,11:31:01"
0,110.00,2448.00,"2022,11,10,11:31:02"
0,110.25,2449.00,"2022,11,10,11:31:03"
0,110.75,2450.00,"2022,11,10,11:31:04"
0,110.75,2451.00,"2022,11,10,11:31:05"
0,110.25,2452.00,"2022,11,10,11:31:06"
0,110.50,2453.01,"2022,11,10,11:31:07"
0,110.00,2454.01,"2022,11,10,11:31:08"
0,109.75,2455.01,"2022,11,10,11:31:09"
0,110.00,2456.01,"2022,11,10,11:31:10"
0,109.50,2457.01,"2022,11,10,11:31:11"
0,110.00,2458.01,"2022,11,10,11:31:12"
0,109.00,2459.02,"2022,11,10,11:31:13"
0,109.75,2460.02,"2022,11,10,11:31:14"
0,109.50,2461.02,"2022,11,10,11:31:15"
0,108.50,2462.02,"2022,11,10,11:31:16"
0,108.75,2463.02,"2022,11,10,11:31:17"
0,108.25,2464.02,"2022,11,10,11:31:18"
0,108.00,2465.03,"2022,11,10,11:31:19"
0,108.50,2466.03,"2022,11,10,11:31:20"
0,107.75,2467.03,"2022,11,10,11:31:21"
0,108.25,2468.03,"2022,11,10,11:31:22"
0,108.50,2469.03,"2022,11,10,11:31:23"
0,107.50,2470.04,"2022,11,10,11:31:24"
0,107.75,2471.04,"2022,11,10,11:31:25"
0,108.25,2472.04,"2022,11,10,11:31:26"
0,108.25,2473.04,"2022,11,10,11:31:27"
0,107.50,2474.04,"2022,11,10,11:31:28"
0,107.00,2475.04,"2022,11,10,11:31:29"
0,106.75,2476.05,"2022,11,10,11:31:30"
0,106.75,2477.05,"2022,11,10,11:31:31"
0,106.75,2478.05,"2022,11,10,11:31:32"
0,107.00,2479.05,"2022,11,10,11:31:33"
0,106.75,2480.05,"2022,11,10,11:31:34"
0,106.25,2481.05,"2022,11,10,11:31:35"
0,106.50,2482.05,"2022,11,10,11:31:36"
0,106.00,2483.06,"2022,11,10,11:31:37"
0,106.50,2484.06,"2022,11,10,11:31:38"
0,106.50,2485.06,"2022,11,10,11:31:39"
0,106.00,2486.06,"2022,11,10,11:31:40"
0,106.50,2487.06,"2022,11,10,11:31:41"
0,105.75,2488.06,"2022,11,10,11:31:42"
0,106.25,2489.07,"2022,11,10,11:31:43"
0,106.75,2490.07,"2022,11,10,11:31:44"
0,106.25,2491.07,"2022,11,10,11:31:45"
0,106.50,2492.07,"2022,11,10,11:31:46"
0,106.00,2493.07,"2022,11,10,11:31:47"
0,106.25,2494.07,"2022,11,10,11:31:48"
0,106.00,2495.08,"2022,11,10,11:31:49"
0,105.50,2496.08,"2022,11,10,11:31:50"
0,105.50,2497.08,"2022,11,10,11:31:51"
0,105.50,2498.08,"2022,11,10,11:31:52"
0,106.25,2499.08,"2022,11,10,11:31:53"
0,105.00,2500.08,"2022,11,10,11:31:54"
0,105.00,2501.09,"2022,11,10,11:31:55"
0,105.00,2502.09,"2022,11,10,11:31:56"
0,105.75,2503.09,"2022,11,10,11:31:57"
0,105.25,2504.09,"2022,11,10,11:31:58"
0,105.75,2505.09,"2022,11,10,11:31:59"
0,105.75,2506.09,"2022,11,10,11:32:00"
0,105.25,2507.10,"2022,11,10,11:32:01"
0,105.25,2508.10,"2022,11,10,11:32:02"
0,104.75,2509.10,"2022,11,10,11:32:03"
0,105.00,2510.10,"2022,11,10,11:32:04"
0,105.25,2511.10,"2022,11,10,11:32:05"
0,104.75,2512.10,"2022,11,10,11:32:06"
0,105.50,2513.11,"2022,11,10,11:32:07"
0,105.00,2514.11,"2022,11,10,11:32:08"
0,105.50,2515.11,"2022,11,10,11:32:09"
0,104.25,2516.11,"2022,11,10,11:32:10"
0,105.25,2517.11,"2022,11,10,11:32:11"
0,105.25,2518.12,"2022,11,10,11:32:12"
0,104.25,2519.12,"2022,11,10,11:32:13"
0,105.25,2520.12,"2022,11,10,11:32:14"
0,104.75,2521.12,"2022,11,10,11:32:15"
0,104.75,2522.12,"2022,11,10,11:32:16"
0,104.75,2523.12,"2022,11,10,11:32:17"
0,104.75,2524.12,"2022,11,10,11:32:18"
0,104.75,2525.13,"2022,11,10,11:32:19"
0,105.25,2526.13,"2022,11,10,11:32:20"
0,104.75,2527.13,"2022,11,10,11:32:21"
0,105.25,2528.13,"2022,11,10,11:32:22"
0,104.00,2529.13,"2022,11,10,11:32:23"
0,105.25,2530.13,"2022,11,10,11:32:24"
0,104.50,2531.14,"2022,11,10,11:32:25"
0,104.25,2532.14,"2022,11,10,11:32:26"
0,104.75,2533.14,"2022,11,10,11:32:27"
0,104.00,2534.14,"2022,11,10,11:32:28"
0,104.00,2535.14,"2022,11,10,11:32:29"
0,105.25,2536.14,"2022,11,10,11:32:30"
0,104.00,2537.15,"2022,11,10,11:32:31"
0,104.50,2538.15,"2022,11,10,11:32:32"
0,104.50,2539.15,"2022,11,10,11:32:33"
0,104.50,2540.15,"2022,11,10,11:32:34"
0,105.00,2541.15,"2022,11,10,11:32:35"
0,104.00,2542.15,"2022,11,10,11:32:36"
0,104.50,2543.16,"2022,11,10,11:32:37"
0,104.75,2544.16,"2022,11,10,11:32:38"
0,104.75,2545.16,"2022,11,10,11:32:39"
0,104.50,2546.16,"2022,11,10,11:32:40"
0,105.25,2547.16,"2022,11,10,11:32:41"
0,104.75,2548.17,"2022,11,10,11:32:42"
0,104.00,2549.17,"2022,11,10,11:32:43"
0,104.75,2550.17,"2022,11,10,11:32:44"
0,104.50,2551.17,"2022,11,10,11:32:45"
0,105.00,2552.17,"2022,11,10,11:32:46"
0,104.00,2553.17,"2022,11,10,11:32:47"
0,104.50,2554.18,"2022,11,10,11:32:48"
0,104.75,2555.18,"2022,11,10,11:32:49"
0,104.75,2556.18,"2022,11,10,11:32:50"
0,105.00,2557.18,"2022,11,10,11:32:51"
0,104.50,2558.18,"2022,11,10,11:32:52"
0,104.50,2559.18,"2022,11,10,11:32:53"
0,104.00,2560.19,"2022,11,10,11:32:54"
0,104.50,2561.19,"2022,11,10,11:32:55"
0,105.00,2562.19,"2022,11,10,11:32:56"
0,105.00,2563.19,"2022,11,10,11:32:57"
0,104.50,2564.19,"2022,11,10,11:32:58"
0,104.50,2565.19,"2022,11,10,11:32:59"
0,104.50,2566.19,"2022,11,10,11:33:00"
0,104.00,2567.20,"2022,11,10,11:33:01"
0,104.50,2568.20,"2022,11,10,11:33:02"
0,104.00,2569.20,"2022,11,10,11:33:03"
0,104.75,2570.20,"2022,11,10,11:33:04"
0,104.00,2571.20,"2022,11,10,11:33:05"
0,103.75,2572.20,"2022,11,10,11:33:06"
0,104.00,2573.21,"2022,11,10,11:33:07"
0,104.25,2574.21,"2022,11,10,11:33:08"
0,103.75,2575.21,"2022,11,10,11:33:09"
0,104.25,2576.21,"2022,11,10,11:33:10"
0,103.75,2577.21,"2022,11,10,11:33:11"
0,104.00,2578.21,"2022,11,10,11:33:12"
0,104.25,2579.22,"2022,11,10,11:33:13"
0,104.25,2580.22,"2022,11,10,11:33:14"
0,103.75,2581.22,"2022,11,10,11:33:15"
0,103.75,2582.22,"2022,11,10,11:33:16"
0,103.75,2583.22,"2022,11,10,11:33:17"
0,104.25,2584.22,"2022,11,10,11:33:18"
0,104.25,2585.23,"2022,11,10,11:33:19"
0,104.00,2586.23,"2022,11,10,11:33:20"
0,103.75,2587.23,"2022,11,10,11:33:21"
0,104.00,2588.23,"2022,11,10,11:33:22"
0,104.00,2589.23,"2022,11,10,11:33:23"
0,104.00,2590.24,"2022,11,10,11:33:24"
0,104.50,2591.24,"2022,11,10,11:33:25"
0,103.75,2592.24,"2022,11,10,11:33:26"
0,104.50,2593.24,"2022,11,10,11:33:27"
0,103.50,2594.24,"2022,11,10,11:33:28"
0,104.00,2595.24,"2022,11,10,11:33:29"
0,103.75,2596.25,"2022,11,10,11:33:30"
0,104.25,2597.25,"2022,11,10,11:33:31"
0,104.00,2598.25,"2022,11,10,11:33:32"
0,103.50,2599.25,"2022,11,10,11:33:33"
0,104.00,2600.25,"2022,11,10,11:33:34"
0,103.25,2601.25,"2022,11,10,11:33:35"
0,104.00,2602.26,"2022,11,10,11:33:36"
0,103.25,2603.26,"2022,11,10,11:33:37"
0,103.75,2604.26,"2022,11,10,11:33:38"
0,103.75,2605.26,"2022,11,10,11:33:39"
0,104.00,2606.26,"2022,11,10,11:33:40"
0,103.75,2607.26,"2022,11,10,11:33:41"
0,103.25,2608.26,"2022,11,10,11:33:42"
0,103.75,2609.27,"2022,11,10,11:33:43"
0,103.25,2610.27,"2022,11,10,11:33:44"
0,104.25,2611.27,"2022,11,10,11:33:45"
0,103.75,2612.27,"2022,11,10,11:33:46"
0,103.00,2613.27,"2022,11,10,11:33:47"
0,103.75,2614.27,"2022,11,10,11:33:48"
0,103.75,2615.28,"2022,11,10,11:33:49"
0,103.50,2616.28,"2022,11,10,11:33:50"
0,103.50,2617.28,"2022,11,10,11:33:51"
0,103.00,2618.28,"2022,11,10,11:33:52"
0,103.25,2619.28,"2022,11,10,11:33:53"
0,103.50,2620.28,"2022,11,10,11:33:54"
0,103.50,2621.29,"2022,11,10,11:33:55"
0,103.50,2622.29,"2022,11,10,11:33:56"
0,103.25,2623.29,"2022,11,10,11:33:57"
0,103.25,2624.29,"2022,11,10,11:33:58"
0,102.75,2625.29,"2022,11,10,11:33:59"
0,103.50,2626.30,"2022,11,10,11:34:00"
0,102.75,2627.30,"2022,11,10,11:34:01"
0,103.75,2628.30,"2022,11,10,11:34:02"
0,103.75,2629.30,"2022,11,10,11:34:03"
0,103.25,2630.30,"2022,11,10,11:34:04"
0,103.25,2631.30,"2022,11,10,11:34:05"
0,103.25,2632.31,"2022,11,10,11:34:06"
0,102.75,2633.31,"2022,11,10,11:34:07"
0,103.75,2634.31,"2022,11,10,11:34:08"
0,103.00,2635.31,"2022,11,10,11:34:09"
0,103.75,2636.31,"2022,11,10,11:34:10"
0,102.75,2637.31,"2022,11,10,11:34:11"
0,103.00,2638.32,"2022,11,10,11:34:12"
0,102.50,2639.32,"2022,11,10,11:34:13"
0,102.75,2640.32,"2022,11,10,11:34:14"
0,102.75,2641.32,"2022,11,10,11:34:15"
0,102.75,2642.32,"2022,11,10,11:34:16"
0,103.00,2643.32,"2022,11,10,11:34:17"
0,102.75,2644.33,"2022,11,10,11:34:18"
0,103.50,2645.33,"2022,11,10,11:34:19"
0,102.75,2646.33,"2022,11,10,11:34:20"
0,103.25,2647.33,"2022,11,10,11:34:21"
0,102.25,2648.33,"2022,11,10,11:34:22"
0,103.00,2649.33,"2022,11,10,11:34:23"
0,102.75,2650.33,"2022,11,10,11:34:24"
0,103.25,2651.34,"2022,11,10,11:34:25"
0,102.50,2652.34,"2022,11,10,11:34:26"
0,102.50,2653.34,"2022,11,10,11:34:27"
0,102.75,2654.34,"2022,11,10,11:34:28"
0,103.25,2655.34,"2022,11,10,11:34:29"
0,102.50,2656.34,"2022,11,10,11:34:30"
0,102.00,2657.35,"2022,11,10,11:34:31"
0,102.50,2658.35,"2022,11,10,11:34:32"
0,102.75,2659.35,"2022,11,10,11:34:33"
0,103.00,2660.35,"2022,11,10,11:34:34"
0,102.25,2661.35,"2022,11,10,11:34:35"
0,102.75,2662.36,"2022,11,10,11:34:36"
0,102.75,2663.36,"2022,11,10,11:34:37"
0,101.75,2664.36,"2022,11,10,11:34:38"
0,102.50,2665.36,"2022,11,10,11:34:39"
0,101.75,2666.36,"2022,11,10,11:34:40"
0,102.75,2667.36,"2022,11,10,11:34:41"
0,102.25,2668.37,"2022,11,10,11:34:42"
0,102.25,2669.37,"2022,11,10,11:34:43"
0,102.00,2670.37,"2022,11,10,11:34:44"
0,102.00,2671.37,"2022,11,10,11:34:45"
0,101.75,2672.37,"2022,11,10,11:34:46"
0,102.00,2673.37,"2022,11,10,11:34:47"
0,102.25,2674.38,"2022,11,10,11:34:48"
0,102.25,2675.38,"2022,11,10,11:34:49"
0,102.50,2676.38,"2022,11,10,11:34:50"
0,102.00,2677.38,"2022,11,10,11:34:51"
0,101.75,2678.38,"2022,11,10,11:34:52"
0,102.00,2679.38,"2022,11,10,11:34:53"
0,102.25,2680.39,"2022,11,10,11:34:54"
0,102.00,2681.39,"2022,11,10,11:34:55"
0,101.25,2682.39,"2022,11,10,11:34:56"
0,102.00,2683.39,"2022,11,10,11:34:57"
0,101.75,2684.39,"2022,11,10,11:34:58"
0,102.25,2685.39,"2022,11,10,11:34:59"
0,101.75,2686.40,"2022,11,10,11:35:00"
0,101.75,2687.40,"2022,11,10,11:35:01"
0,101.75,2688.40,"2022,11,10,11:35:02"
0,102.25,2689.40,"2022,11,10,11:35:03"
0,101.50,2690.40,"2022,11,10,11:35:04"
0,101.00,2691.40,"2022,11,10,11:35:05"
0,101.25,2692.40,"2022,11,10,11:35:06"
0,102.00,2693.41,"2022,11,10,11:35:07"
0,101.25,2694.41,"2022,11,10,11:35:08"
0,102.00,2695.41,"2022,11,10,11:35:09"
0,102.00,2696.41,"2022,11,10,11:35:10"
0,101.50,2697.41,"2022,11,10,11:35:11"
0,101.50,2698.42,"2022,11,10,11:35:12"
0,101.25,2699.42,"2022,11,10,11:35:13"
0,100.75,2700.42,"2022,11,10,11:35:14"
0,101.25,2701.42,"2022,11,10,11:35:15"
0,101.25,2702.42,"2022,11,10,11:35:16"
0,100.75,2703.42,"2022,11,10,11:35:17"
0,101.25,2704.43,"2022,11,10,11:35:18"
0,101.00,2705.43,"2022,11,10,11:35:19"
0,101.75,2706.43,"2022,11,10,11:35:20"
0,100.50,2707.43,"2022,11,10,11:35:21"
0,101.00,2708.43,"2022,11,10,11:35:22"
0,100.50,2709.43,"2022,11,10,11:35:23"
0,101.50,2710.44,"2022,11,10,11:35:24"
0,100.50,2711.44,"2022,11,10,11:35:25"
0,100.75,2712.44,"2022,11,10,11:35:26"
0,100.50,2713.44,"2022,11,10,11:35:27"
0,101.25,2714.44,"2022,11,10,11:35:28"
0,101.00,2715.44,"2022,11,10,11:35:29"
0,100.25,2716.45,"2022,11,10,11:35:30"
0,100.25,2717.45,"2022,11,10,11:35:31"
0,100.50,2718.45,"2022,11,10,11:35:32"
0,101.25,2719.45,"2022,11,10,11:35:33"
0,100.50,2720.45,"2022,11,10,11:35:34"
0,101.00,2721.45,"2022,11,10,11:35:35"
0,100.50,2722.46,"2022,11,10,11:35:36"
0,101.00,2723.46,"2022,11,10,11:35:37"
0,100.50,2724.46,"2022,11,10,11:35:38"
0,100.75,2725.46,"2022,11,10,11:35:39"
0,101.00,2726.46,"2022,11,10,11:35:40"
0,100.50,2727.46,"2022,11,10,11:35:41"
0,100.00,2728.47,"2022,11,10,11:35:42"
0,100.50,2729.47,"2022,11,10,11:35:43"
0,99.75,2730.47,"2022,11,10,11:35:44"
0,101.00,2731.47,"2022,11,10,11:35:45"
0,99.75,2732.47,"2022,11,10,11:35:46"
0,100.75,2733.47,"2022,11,10,11:35:47"
0,100.25,2734.48,"2022,11,10,11:35:48"
0,100.75,2735.48,"2022,11,10,11:35:49"
0,100.25,2736.48,"2022,11,10,11:35:50"
0,100.75,2737.48,"2022,11,10,11:35:51"
0,99.75,2738.48,"2022,11,10,11:35:52"
