,"T","t","date"
0,176.12,2900.8,"2022,06,01,18:51:58"
0,176.12,2901.8,"2022,06,01,18:51:59"
0,176.63,2902.81,"2022,06,01,18:52:00"
0,176.12,2903.81,"2022,06,01,18:52:01"
0,176.12,2904.81,"2022,06,01,18:52:02"
0,176.12,2905.85,"2022,06,01,18:52:03"
0,175.87,2906.85,"2022,06,01,18:52:04"
0,176.63,2907.85,"2022,06,01,18:52:05"
0,176.38,2908.85,"2022,06,01,18:52:06"
0,176.89,2909.85,"2022,06,01,18:52:07"
0,176.38,2910.85,"2022,06,01,18:52:08"
0,176.38,2911.86,"2022,06,01,18:52:09"
0,176.38,2912.86,"2022,06,01,18:52:10"
0,175.87,2913.86,"2022,06,01,18:52:11"
0,176.38,2914.86,"2022,06,01,18:52:12"
0,176.63,2915.9,"2022,06,01,18:52:13"
0,176.63,2916.9,"2022,06,01,18:52:14"
0,176.89,2917.9,"2022,06,01,18:52:15"
0,175.87,2918.9,"2022,06,01,18:52:16"
0,176.38,2919.91,"2022,06,01,18:52:17"
0,176.63,2920.91,"2022,06,01,18:52:18"
0,176.12,2921.91,"2022,06,01,18:52:19"
0,176.12,2922.91,"2022,06,01,18:52:20"
0,177.14,2923.91,"2022,06,01,18:52:21"
0,177.14,2924.91,"2022,06,01,18:52:22"
0,177.4,2925.95,"2022,06,01,18:52:23"
0,176.89,2926.95,"2022,06,01,18:52:24"
0,176.89,2927.95,"2022,06,01,18:52:25"
0,177.4,2928.96,"2022,06,01,18:52:26"
0,176.63,2929.96,"2022,06,01,18:52:27"
0,176.89,2930.96,"2022,06,01,18:52:28"
0,176.38,2931.96,"2022,06,01,18:52:29"
0,177.14,2932.96,"2022,06,01,18:52:30"
0,176.89,2933.97,"2022,06,01,18:52:31"
0,177.4,2934.97,"2022,06,01,18:52:32"
0,176.63,2936,"2022,06,01,18:52:33"
0,176.89,2937.01,"2022,06,01,18:52:34"
0,176.63,2938.01,"2022,06,01,18:52:35"
0,176.89,2939.01,"2022,06,01,18:52:36"
0,176.63,2940.01,"2022,06,01,18:52:37"
0,176.63,2941.01,"2022,06,01,18:52:38"
0,177.65,2942.01,"2022,06,01,18:52:39"
0,177.65,2943.02,"2022,06,01,18:52:40"
0,176.89,2944.02,"2022,06,01,18:52:41"
0,177.14,2945.02,"2022,06,01,18:52:42"
0,177.14,2946.06,"2022,06,01,18:52:43"
0,176.89,2947.06,"2022,06,01,18:52:44"
0,177.91,2948.06,"2022,06,01,18:52:45"
0,177.91,2949.06,"2022,06,01,18:52:46"
0,177.91,2950.06,"2022,06,01,18:52:47"
0,178.16,2951.07,"2022,06,01,18:52:48"
0,177.65,2952.07,"2022,06,01,18:52:49"
0,177.4,2953.07,"2022,06,01,18:52:50"
0,177.65,2954.07,"2022,06,01,18:52:51"
0,177.14,2955.07,"2022,06,01,18:52:52"
0,177.14,2956.11,"2022,06,01,18:52:53"
0,177.4,2957.11,"2022,06,01,18:52:54"
0,177.65,2958.11,"2022,06,01,18:52:55"
0,177.4,2959.11,"2022,06,01,18:52:56"
0,177.65,2960.12,"2022,06,01,18:52:57"
0,177.65,2961.12,"2022,06,01,18:52:58"
0,178.16,2962.12,"2022,06,01,18:52:59"
0,178.16,2963.12,"2022,06,01,18:53:00"
0,177.91,2964.12,"2022,06,01,18:53:01"
0,178.42,2965.12,"2022,06,01,18:53:02"
0,177.91,2966.16,"2022,06,01,18:53:03"
0,178.16,2967.16,"2022,06,01,18:53:04"
0,177.65,2968.17,"2022,06,01,18:53:05"
0,177.4,2969.17,"2022,06,01,18:53:06"
0,178.67,2970.17,"2022,06,01,18:53:07"
0,177.91,2971.17,"2022,06,01,18:53:08"
0,178.16,2972.17,"2022,06,01,18:53:09"
0,177.65,2973.17,"2022,06,01,18:53:10"
0,178.67,2974.18,"2022,06,01,18:53:11"
0,178.16,2975.18,"2022,06,01,18:53:12"
0,178.16,2976.21,"2022,06,01,18:53:13"
0,177.91,2977.22,"2022,06,01,18:53:14"
0,178.16,2978.22,"2022,06,01,18:53:15"
0,177.91,2979.22,"2022,06,01,18:53:16"
0,177.91,2980.22,"2022,06,01,18:53:17"
0,178.42,2981.22,"2022,06,01,18:53:18"
0,177.91,2982.22,"2022,06,01,18:53:19"
0,178.93,2983.23,"2022,06,01,18:53:20"
0,178.42,2984.23,"2022,06,01,18:53:21"
0,178.93,2985.23,"2022,06,01,18:53:22"
0,177.91,2986.27,"2022,06,01,18:53:23"
0,177.65,2987.27,"2022,06,01,18:53:24"
0,178.67,2988.27,"2022,06,01,18:53:25"
0,177.91,2989.27,"2022,06,01,18:53:26"
0,178.16,2990.27,"2022,06,01,18:53:27"
0,177.91,2991.28,"2022,06,01,18:53:28"
0,178.16,2992.28,"2022,06,01,18:53:29"
0,177.91,2993.28,"2022,06,01,18:53:30"
0,179.18,2994.28,"2022,06,01,18:53:31"
0,179.18,2995.28,"2022,06,01,18:53:32"
0,178.16,2996.32,"2022,06,01,18:53:33"
0,179.18,2997.32,"2022,06,01,18:53:34"
0,179.18,2998.32,"2022,06,01,18:53:35"
0,179.18,2999.32,"2022,06,01,18:53:36"
0,179.44,3000.33,"2022,06,01,18:53:37"
0,179.18,3001.33,"2022,06,01,18:53:38"
0,178.42,3002.33,"2022,06,01,18:53:39"
0,178.93,3003.33,"2022,06,01,18:53:40"
0,178.93,3004.33,"2022,06,01,18:53:41"
0,179.18,3005.34,"2022,06,01,18:53:42"
0,178.93,3006.37,"2022,06,01,18:53:43"
0,178.42,3007.37,"2022,06,01,18:53:44"
0,178.93,3008.38,"2022,06,01,18:53:45"
0,179.69,3009.38,"2022,06,01,18:53:46"
0,178.93,3010.38,"2022,06,01,18:53:47"
0,179.18,3011.38,"2022,06,01,18:53:48"
0,178.93,3012.38,"2022,06,01,18:53:49"
0,179.69,3013.38,"2022,06,01,18:53:50"
0,179.95,3014.39,"2022,06,01,18:53:51"
0,179.95,3015.39,"2022,06,01,18:53:52"
0,179.95,3016.43,"2022,06,01,18:53:53"
0,179.69,3017.43,"2022,06,01,18:53:54"
0,179.69,3018.43,"2022,06,01,18:53:55"
0,180.2,3019.43,"2022,06,01,18:53:56"
0,180.2,3020.43,"2022,06,01,18:53:57"
0,179.44,3021.43,"2022,06,01,18:53:58"
0,179.95,3022.44,"2022,06,01,18:53:59"
0,179.95,3023.44,"2022,06,01,18:54:00"
0,179.44,3024.44,"2022,06,01,18:54:01"
0,179.69,3025.44,"2022,06,01,18:54:02"
0,180.46,3026.48,"2022,06,01,18:54:03"
0,179.44,3027.48,"2022,06,01,18:54:04"
0,180.2,3028.48,"2022,06,01,18:54:05"
0,179.95,3029.48,"2022,06,01,18:54:06"
0,179.95,3030.48,"2022,06,01,18:54:07"
0,180.2,3031.49,"2022,06,01,18:54:08"
0,179.95,3032.49,"2022,06,01,18:54:09"
0,179.44,3033.49,"2022,06,01,18:54:10"
0,180.46,3034.49,"2022,06,01,18:54:11"
0,180.2,3035.49,"2022,06,01,18:54:12"
0,179.69,3036.53,"2022,06,01,18:54:13"
0,179.44,3037.53,"2022,06,01,18:54:14"
0,179.44,3038.53,"2022,06,01,18:54:15"
0,179.69,3039.53,"2022,06,01,18:54:16"
0,179.95,3040.54,"2022,06,01,18:54:17"
0,180.46,3041.54,"2022,06,01,18:54:18"
0,179.69,3042.54,"2022,06,01,18:54:19"
0,179.69,3043.54,"2022,06,01,18:54:20"
0,180.2,3044.54,"2022,06,01,18:54:21"
0,180.71,3045.55,"2022,06,01,18:54:22"
0,179.95,3046.58,"2022,06,01,18:54:23"
0,179.69,3047.58,"2022,06,01,18:54:24"
0,179.69,3048.59,"2022,06,01,18:54:25"
0,180.71,3049.59,"2022,06,01,18:54:26"
0,180.2,3050.59,"2022,06,01,18:54:27"
0,180.71,3051.59,"2022,06,01,18:54:28"
0,179.95,3052.59,"2022,06,01,18:54:29"
0,179.95,3053.59,"2022,06,01,18:54:30"
0,180.46,3054.6,"2022,06,01,18:54:31"
0,180.46,3055.6,"2022,06,01,18:54:32"
0,180.46,3056.63,"2022,06,01,18:54:33"
0,179.95,3057.64,"2022,06,01,18:54:34"
0,179.95,3058.64,"2022,06,01,18:54:35"
0,180.71,3059.64,"2022,06,01,18:54:36"
0,180.71,3060.64,"2022,06,01,18:54:37"
0,180.2,3061.64,"2022,06,01,18:54:38"
0,180.2,3062.65,"2022,06,01,18:54:39"
0,179.95,3063.65,"2022,06,01,18:54:40"
0,180.46,3064.65,"2022,06,01,18:54:41"
0,180.46,3065.65,"2022,06,01,18:54:42"
0,180.46,3066.69,"2022,06,01,18:54:43"
0,180.97,3067.69,"2022,06,01,18:54:44"
0,180.46,3068.69,"2022,06,01,18:54:45"
0,180.71,3069.69,"2022,06,01,18:54:46"
0,180.46,3070.69,"2022,06,01,18:54:47"
0,180.71,3071.7,"2022,06,01,18:54:48"
0,180.46,3072.7,"2022,06,01,18:54:49"
0,180.71,3073.7,"2022,06,01,18:54:50"
0,180.2,3074.7,"2022,06,01,18:54:51"
0,180.97,3075.7,"2022,06,01,18:54:52"
0,180.97,3076.74,"2022,06,01,18:54:53"
0,180.97,3077.74,"2022,06,01,18:54:54"
0,180.71,3078.74,"2022,06,01,18:54:55"
0,180.97,3079.75,"2022,06,01,18:54:56"
0,180.46,3080.75,"2022,06,01,18:54:57"
0,181.22,3081.75,"2022,06,01,18:54:58"
0,181.22,3082.75,"2022,06,01,18:54:59"
0,180.46,3083.75,"2022,06,01,18:55:00"
0,180.97,3084.75,"2022,06,01,18:55:01"
0,180.97,3085.76,"2022,06,01,18:55:02"
0,180.97,3086.79,"2022,06,01,18:55:03"
0,181.22,3087.79,"2022,06,01,18:55:04"
0,180.97,3088.8,"2022,06,01,18:55:05"
0,181.48,3089.8,"2022,06,01,18:55:06"
0,180.71,3090.8,"2022,06,01,18:55:07"
0,181.73,3091.8,"2022,06,01,18:55:08"
0,181.48,3092.8,"2022,06,01,18:55:09"
0,181.48,3093.8,"2022,06,01,18:55:10"
0,180.71,3094.81,"2022,06,01,18:55:11"
0,181.48,3095.81,"2022,06,01,18:55:12"
0,181.48,3096.85,"2022,06,01,18:55:13"
0,181.48,3097.85,"2022,06,01,18:55:14"
0,181.73,3098.85,"2022,06,01,18:55:16"
0,181.73,3099.85,"2022,06,01,18:55:16"
0,180.97,3100.85,"2022,06,01,18:55:18"
0,181.22,3101.85,"2022,06,01,18:55:18"
0,180.97,3102.86,"2022,06,01,18:55:20"
0,180.97,3103.86,"2022,06,01,18:55:20"
0,180.97,3104.86,"2022,06,01,18:55:21"
0,181.99,3105.86,"2022,06,01,18:55:23"
0,181.99,3106.9,"2022,06,01,18:55:24"
0,181.73,3107.9,"2022,06,01,18:55:25"
0,181.73,3108.9,"2022,06,01,18:55:26"
0,180.97,3109.9,"2022,06,01,18:55:27"
0,181.48,3110.9,"2022,06,01,18:55:28"
0,180.97,3111.91,"2022,06,01,18:55:29"
0,180.97,3112.91,"2022,06,01,18:55:30"
0,181.48,3113.91,"2022,06,01,18:55:31"
0,180.97,3114.91,"2022,06,01,18:55:32"
0,181.22,3115.91,"2022,06,01,18:55:33"
0,181.48,3116.95,"2022,06,01,18:55:34"
0,181.48,3117.95,"2022,06,01,18:55:35"
0,181.73,3118.95,"2022,06,01,18:55:36"
0,181.22,3119.96,"2022,06,01,18:55:37"
0,182.24,3120.96,"2022,06,01,18:55:38"
0,181.73,3121.96,"2022,06,01,18:55:39"
0,182.24,3122.96,"2022,06,01,18:55:40"
0,181.99,3123.96,"2022,06,01,18:55:41"
0,182.24,3124.96,"2022,06,01,18:55:42"
0,181.99,3125.97,"2022,06,01,18:55:43"
0,182.24,3127,"2022,06,01,18:55:44"
0,181.99,3128,"2022,06,01,18:55:45"
0,182.24,3129.01,"2022,06,01,18:55:46"
0,182.5,3130.01,"2022,06,01,18:55:47"
0,181.99,3131.01,"2022,06,01,18:55:48"
0,182.24,3132.01,"2022,06,01,18:55:49"
0,182.5,3133.01,"2022,06,01,18:55:50"
0,182.5,3134.02,"2022,06,01,18:55:51"
0,182.24,3135.02,"2022,06,01,18:55:52"
0,182.5,3136.02,"2022,06,01,18:55:53"
0,181.99,3137.06,"2022,06,01,18:55:54"
0,182.5,3138.06,"2022,06,01,18:55:55"
0,182.5,3139.06,"2022,06,01,18:55:56"
0,182.76,3140.06,"2022,06,01,18:55:57"
0,182.5,3141.06,"2022,06,01,18:55:58"
0,182.76,3142.06,"2022,06,01,18:55:59"
0,182.5,3143.07,"2022,06,01,18:56:00"
0,182.24,3144.07,"2022,06,01,18:56:01"
0,182.76,3145.07,"2022,06,01,18:56:02"
0,181.99,3146.07,"2022,06,01,18:56:03"
0,182.76,3147.11,"2022,06,01,18:56:04"
0,182.5,3148.11,"2022,06,01,18:56:05"
0,182.24,3149.11,"2022,06,01,18:56:06"
0,182.76,3150.11,"2022,06,01,18:56:07"
0,183.01,3151.11,"2022,06,01,18:56:08"
0,182.5,3152.12,"2022,06,01,18:56:09"
0,183.01,3153.12,"2022,06,01,18:56:10"
0,182.76,3154.12,"2022,06,01,18:56:11"
0,182.24,3155.12,"2022,06,01,18:56:12"
0,182.76,3156.12,"2022,06,01,18:56:13"
0,182.76,3157.16,"2022,06,01,18:56:14"
0,182.76,3158.16,"2022,06,01,18:56:15"
0,182.76,3159.16,"2022,06,01,18:56:16"
0,182.5,3160.17,"2022,06,01,18:56:17"
0,183.01,3161.17,"2022,06,01,18:56:18"
0,183.27,3162.17,"2022,06,01,18:56:19"
0,183.27,3163.17,"2022,06,01,18:56:20"
0,183.01,3164.17,"2022,06,01,18:56:21"
0,182.76,3165.17,"2022,06,01,18:56:22"
0,183.27,3166.18,"2022,06,01,18:56:23"
0,182.76,3167.21,"2022,06,01,18:56:24"
0,183.01,3168.21,"2022,06,01,18:56:25"
0,183.01,3169.22,"2022,06,01,18:56:26"
0,182.76,3170.22,"2022,06,01,18:56:27"
0,183.01,3171.22,"2022,06,01,18:56:28"
0,183.52,3172.22,"2022,06,01,18:56:29"
0,183.01,3173.22,"2022,06,01,18:56:30"
0,183.01,3174.23,"2022,06,01,18:56:31"
0,183.01,3175.23,"2022,06,01,18:56:32"
0,183.01,3176.23,"2022,06,01,18:56:33"
0,183.27,3177.27,"2022,06,01,18:56:34"
0,182.76,3178.27,"2022,06,01,18:56:35"
0,183.52,3179.27,"2022,06,01,18:56:36"
0,183.27,3180.27,"2022,06,01,18:56:37"
0,182.76,3181.27,"2022,06,01,18:56:38"
0,183.52,3182.27,"2022,06,01,18:56:39"
0,183.52,3183.28,"2022,06,01,18:56:40"
0,183.52,3184.28,"2022,06,01,18:56:41"
0,183.78,3185.28,"2022,06,01,18:56:42"
0,183.52,3186.28,"2022,06,01,18:56:43"
0,183.01,3187.32,"2022,06,01,18:56:44"
0,183.27,3188.32,"2022,06,01,18:56:45"
0,184.29,3189.32,"2022,06,01,18:56:46"
0,183.78,3190.32,"2022,06,01,18:56:47"
0,184.03,3191.33,"2022,06,01,18:56:48"
0,183.27,3192.33,"2022,06,01,18:56:49"
0,184.03,3193.33,"2022,06,01,18:56:50"
0,184.29,3194.33,"2022,06,01,18:56:51"
0,184.54,3195.33,"2022,06,01,18:56:52"
0,184.8,3196.33,"2022,06,01,18:56:53"
0,183.78,3197.37,"2022,06,01,18:56:54"
0,184.54,3198.37,"2022,06,01,18:56:55"
0,184.29,3199.37,"2022,06,01,18:56:56"
0,184.8,3200.38,"2022,06,01,18:56:57"
0,183.78,3201.38,"2022,06,01,18:56:58"
0,184.29,3202.38,"2022,06,01,18:56:59"
0,184.29,3203.38,"2022,06,01,18:57:00"
0,184.54,3204.38,"2022,06,01,18:57:01"
0,183.78,3205.38,"2022,06,01,18:57:02"
0,184.54,3206.39,"2022,06,01,18:57:03"
0,184.8,3207.42,"2022,06,01,18:57:04"
0,184.54,3208.43,"2022,06,01,18:57:05"
0,185.05,3209.43,"2022,06,01,18:57:06"
0,185.05,3210.43,"2022,06,01,18:57:07"
0,184.29,3211.43,"2022,06,01,18:57:08"
0,184.03,3212.43,"2022,06,01,18:57:09"
0,184.54,3213.43,"2022,06,01,18:57:10"
0,184.03,3214.44,"2022,06,01,18:57:11"
0,184.8,3215.44,"2022,06,01,18:57:12"
0,184.54,3216.44,"2022,06,01,18:57:13"
0,183.78,3217.48,"2022,06,01,18:57:14"
0,184.54,3218.48,"2022,06,01,18:57:15"
0,184.8,3219.48,"2022,06,01,18:57:16"
0,184.8,3220.48,"2022,06,01,18:57:17"
0,184.03,3221.48,"2022,06,01,18:57:18"
0,184.29,3222.48,"2022,06,01,18:57:19"
0,184.54,3223.49,"2022,06,01,18:57:20"
0,185.31,3224.49,"2022,06,01,18:57:21"
0,184.29,3225.49,"2022,06,01,18:57:22"
0,184.29,3226.49,"2022,06,01,18:57:23"
0,184.8,3227.53,"2022,06,01,18:57:24"
0,184.54,3228.53,"2022,06,01,18:57:25"
0,185.31,3229.53,"2022,06,01,18:57:26"
0,185.56,3230.53,"2022,06,01,18:57:27"
0,185.05,3231.54,"2022,06,01,18:57:28"
0,185.31,3232.54,"2022,06,01,18:57:29"
0,185.31,3233.54,"2022,06,01,18:57:30"
0,185.05,3234.54,"2022,06,01,18:57:31"
0,185.05,3235.54,"2022,06,01,18:57:32"
0,185.56,3236.54,"2022,06,01,18:57:33"
0,185.05,3237.58,"2022,06,01,18:57:34"
0,185.31,3238.58,"2022,06,01,18:57:35"
0,185.31,3239.58,"2022,06,01,18:57:36"
0,185.05,3240.59,"2022,06,01,18:57:37"
0,185.05,3241.59,"2022,06,01,18:57:38"
0,184.8,3242.59,"2022,06,01,18:57:39"
0,185.82,3243.59,"2022,06,01,18:57:40"
0,185.31,3244.59,"2022,06,01,18:57:41"
0,185.82,3245.59,"2022,06,01,18:57:42"
0,185.82,3246.6,"2022,06,01,18:57:43"
0,185.31,3247.63,"2022,06,01,18:57:44"
0,185.56,3248.64,"2022,06,01,18:57:45"
0,184.8,3249.64,"2022,06,01,18:57:46"
0,184.8,3250.64,"2022,06,01,18:57:47"
0,185.31,3251.64,"2022,06,01,18:57:48"
0,185.05,3252.64,"2022,06,01,18:57:49"
0,185.56,3253.64,"2022,06,01,18:57:50"
0,185.05,3254.65,"2022,06,01,18:57:51"
0,185.56,3255.65,"2022,06,01,18:57:52"
0,186.33,3256.65,"2022,06,01,18:57:53"
0,185.56,3257.69,"2022,06,01,18:57:54"
0,186.33,3258.69,"2022,06,01,18:57:55"
0,186.33,3259.69,"2022,06,01,18:57:56"
0,185.56,3260.69,"2022,06,01,18:57:57"
0,185.56,3261.69,"2022,06,01,18:57:58"
0,186.33,3262.7,"2022,06,01,18:57:59"
0,185.82,3263.7,"2022,06,01,18:58:00"
0,185.31,3264.7,"2022,06,01,18:58:01"
0,185.31,3265.7,"2022,06,01,18:58:02"
0,185.82,3266.7,"2022,06,01,18:58:03"
0,185.82,3267.74,"2022,06,01,18:58:04"
0,185.82,3268.74,"2022,06,01,18:58:05"
0,186.33,3269.74,"2022,06,01,18:58:06"
0,185.82,3270.74,"2022,06,01,18:58:07"
0,186.07,3271.75,"2022,06,01,18:58:08"
0,186.33,3272.75,"2022,06,01,18:58:09"
0,186.07,3273.75,"2022,06,01,18:58:10"
0,186.07,3274.75,"2022,06,01,18:58:11"
0,186.07,3275.75,"2022,06,01,18:58:12"
0,186.33,3276.75,"2022,06,01,18:58:13"
0,185.56,3277.79,"2022,06,01,18:58:14"
0,185.82,3278.79,"2022,06,01,18:58:15"
0,186.07,3279.79,"2022,06,01,18:58:16"
0,185.56,3280.8,"2022,06,01,18:58:17"
0,186.33,3281.8,"2022,06,01,18:58:18"
0,186.07,3282.8,"2022,06,01,18:58:19"
0,186.58,3283.8,"2022,06,01,18:58:20"
0,185.56,3284.8,"2022,06,01,18:58:21"
0,185.82,3285.8,"2022,06,01,18:58:22"
0,186.58,3286.81,"2022,06,01,18:58:23"
0,186.84,3287.84,"2022,06,01,18:58:24"
0,186.84,3288.85,"2022,06,01,18:58:25"
0,186.84,3289.85,"2022,06,01,18:58:26"
0,186.84,3290.85,"2022,06,01,18:58:27"
0,186.84,3291.85,"2022,06,01,18:58:28"
0,186.58,3292.85,"2022,06,01,18:58:29"
0,186.58,3293.85,"2022,06,01,18:58:30"
0,186.33,3294.86,"2022,06,01,18:58:31"
0,186.84,3295.86,"2022,06,01,18:58:32"
0,186.58,3296.86,"2022,06,01,18:58:33"
0,186.33,3297.9,"2022,06,01,18:58:34"
0,186.58,3298.9,"2022,06,01,18:58:35"
0,186.58,3299.9,"2022,06,01,18:58:36"
0,187.09,3300.9,"2022,06,01,18:58:37"
0,186.84,3301.9,"2022,06,01,18:58:38"
0,186.84,3302.9,"2022,06,01,18:58:39"
0,186.58,3303.91,"2022,06,01,18:58:40"
0,187.35,3304.91,"2022,06,01,18:58:41"
0,186.58,3305.91,"2022,06,01,18:58:42"
0,187.35,3306.91,"2022,06,01,18:58:43"
0,186.84,3307.95,"2022,06,01,18:58:44"
0,186.58,3308.95,"2022,06,01,18:58:45"
0,186.33,3309.95,"2022,06,01,18:58:46"
0,186.84,3310.95,"2022,06,01,18:58:47"
0,187.35,3311.96,"2022,06,01,18:58:48"
0,186.84,3312.96,"2022,06,01,18:58:49"
0,186.84,3313.96,"2022,06,01,18:58:50"
0,187.09,3314.96,"2022,06,01,18:58:51"
0,187.35,3315.96,"2022,06,01,18:58:52"
0,187.6,3316.96,"2022,06,01,18:58:53"
0,186.84,3318,"2022,06,01,18:58:55"
0,186.84,3319,"2022,06,01,18:58:56"
0,186.58,3320.01,"2022,06,01,18:58:57"
0,186.58,3321.01,"2022,06,01,18:58:58"
0,187.09,3322.01,"2022,06,01,18:58:59"
0,186.58,3323.01,"2022,06,01,18:59:00"
0,187.09,3324.01,"2022,06,01,18:59:01"
0,186.58,3325.01,"2022,06,01,18:59:02"
0,187.09,3326.02,"2022,06,01,18:59:03"
0,186.84,3327.02,"2022,06,01,18:59:04"
0,187.09,3328.05,"2022,06,01,18:59:05"
0,187.6,3329.06,"2022,06,01,18:59:06"
0,187.09,3330.06,"2022,06,01,18:59:07"
0,187.35,3331.06,"2022,06,01,18:59:08"
0,186.84,3332.06,"2022,06,01,18:59:09"
0,187.09,3333.06,"2022,06,01,18:59:10"
0,187.86,3334.06,"2022,06,01,18:59:11"
0,187.09,3335.07,"2022,06,01,18:59:12"
0,187.35,3336.07,"2022,06,01,18:59:13"
0,187.6,3337.07,"2022,06,01,18:59:14"
0,187.86,3338.11,"2022,06,01,18:59:15"
0,188.11,3339.11,"2022,06,01,18:59:16"
0,187.09,3340.11,"2022,06,01,18:59:17"
0,188.11,3341.11,"2022,06,01,18:59:18"
0,187.09,3342.11,"2022,06,01,18:59:19"
0,187.35,3343.11,"2022,06,01,18:59:20"
0,187.35,3344.12,"2022,06,01,18:59:21"
0,187.35,3345.12,"2022,06,01,18:59:22"
0,187.6,3346.12,"2022,06,01,18:59:23"
0,187.09,3347.12,"2022,06,01,18:59:24"
0,187.86,3348.16,"2022,06,01,18:59:25"
0,187.09,3349.16,"2022,06,01,18:59:26"
0,188.11,3350.16,"2022,06,01,18:59:27"
0,187.35,3351.16,"2022,06,01,18:59:28"
0,187.86,3352.17,"2022,06,01,18:59:29"
0,187.09,3353.17,"2022,06,01,18:59:30"
0,187.09,3354.17,"2022,06,01,18:59:31"
0,187.6,3355.17,"2022,06,01,18:59:32"
0,186.84,3356.17,"2022,06,01,18:59:33"
0,187.35,3357.17,"2022,06,01,18:59:34"
0,186.33,3358.21,"2022,06,01,18:59:35"
0,187.35,3359.21,"2022,06,01,18:59:36"
0,186.84,3360.22,"2022,06,01,18:59:37"
0,186.84,3361.22,"2022,06,01,18:59:38"
0,187.09,3362.22,"2022,06,01,18:59:39"
0,186.58,3363.22,"2022,06,01,18:59:40"
0,186.58,3364.22,"2022,06,01,18:59:41"
0,187.35,3365.22,"2022,06,01,18:59:42"
0,187.6,3366.23,"2022,06,01,18:59:43"
0,186.84,3367.23,"2022,06,01,18:59:44"
0,187.35,3368.26,"2022,06,01,18:59:45"
0,187.09,3369.27,"2022,06,01,18:59:46"
0,187.09,3370.27,"2022,06,01,18:59:47"
0,186.84,3371.27,"2022,06,01,18:59:48"
0,187.09,3372.27,"2022,06,01,18:59:49"
0,186.84,3373.27,"2022,06,01,18:59:50"
0,187.6,3374.27,"2022,06,01,18:59:51"
0,187.09,3375.28,"2022,06,01,18:59:52"
0,186.58,3376.28,"2022,06,01,18:59:53"
0,187.35,3377.28,"2022,06,01,18:59:54"
0,187.09,3378.32,"2022,06,01,18:59:55"
0,187.09,3379.32,"2022,06,01,18:59:56"
0,187.6,3380.32,"2022,06,01,18:59:57"
0,187.6,3381.32,"2022,06,01,18:59:58"
0,187.6,3382.32,"2022,06,01,18:59:59"
0,186.84,3383.33,"2022,06,01,19:00:00"
0,187.35,3384.33,"2022,06,01,19:00:01"
0,187.6,3385.33,"2022,06,01,19:00:02"
0,186.84,3386.33,"2022,06,01,19:00:03"
0,187.35,3387.33,"2022,06,01,19:00:04"
0,186.84,3388.37,"2022,06,01,19:00:05"
0,187.09,3389.37,"2022,06,01,19:00:06"
0,187.35,3390.37,"2022,06,01,19:00:07"
0,186.84,3391.38,"2022,06,01,19:00:08"
0,187.35,3392.38,"2022,06,01,19:00:09"
0,187.6,3393.38,"2022,06,01,19:00:10"
0,187.6,3394.38,"2022,06,01,19:00:11"
0,187.6,3395.38,"2022,06,01,19:00:12"
0,187.35,3396.38,"2022,06,01,19:00:13"
0,188.11,3397.38,"2022,06,01,19:00:14"
0,187.35,3398.42,"2022,06,01,19:00:15"
0,187.6,3399.42,"2022,06,01,19:00:16"
0,187.6,3400.43,"2022,06,01,19:00:17"
0,188.11,3401.43,"2022,06,01,19:00:18"
0,187.09,3402.43,"2022,06,01,19:00:19"
0,187.6,3403.43,"2022,06,01,19:00:20"
0,187.6,3404.43,"2022,06,01,19:00:21"
0,187.86,3405.43,"2022,06,01,19:00:22"
0,187.35,3406.44,"2022,06,01,19:00:23"
0,187.86,3407.44,"2022,06,01,19:00:24"
0,188.11,3408.47,"2022,06,01,19:00:25"
0,187.09,3409.48,"2022,06,01,19:00:26"
0,187.09,3410.48,"2022,06,01,19:00:27"
0,187.09,3411.48,"2022,06,01,19:00:28"
0,187.6,3412.48,"2022,06,01,19:00:29"
0,187.6,3413.48,"2022,06,01,19:00:30"
0,187.6,3414.48,"2022,06,01,19:00:31"
0,187.6,3415.49,"2022,06,01,19:00:32"
0,187.86,3416.49,"2022,06,01,19:00:33"
0,187.86,3417.49,"2022,06,01,19:00:34"
0,188.37,3418.53,"2022,06,01,19:00:35"
0,187.86,3419.53,"2022,06,01,19:00:36"
0,188.62,3420.53,"2022,06,01,19:00:37"
0,187.86,3421.53,"2022,06,01,19:00:38"
0,188.11,3422.53,"2022,06,01,19:00:39"
0,188.37,3423.54,"2022,06,01,19:00:40"
0,188.11,3424.54,"2022,06,01,19:00:41"
0,188.37,3425.54,"2022,06,01,19:00:42"
0,188.11,3426.54,"2022,06,01,19:00:43"
0,188.62,3427.54,"2022,06,01,19:00:44"
0,187.86,3428.58,"2022,06,01,19:00:45"
0,188.37,3429.58,"2022,06,01,19:00:46"
0,188.37,3430.58,"2022,06,01,19:00:47"
0,188.62,3431.58,"2022,06,01,19:00:48"
0,188.62,3432.59,"2022,06,01,19:00:49"
0,188.62,3433.59,"2022,06,01,19:00:50"
0,189.13,3434.59,"2022,06,01,19:00:51"
0,188.62,3435.59,"2022,06,01,19:00:52"
0,188.11,3436.59,"2022,06,01,19:00:53"
0,188.62,3437.6,"2022,06,01,19:00:54"
0,188.62,3438.63,"2022,06,01,19:00:55"
0,188.88,3439.63,"2022,06,01,19:00:56"
0,188.37,3440.64,"2022,06,01,19:00:57"
