T,t,relay
197.5,2045.0,1.0
197.25,2046.0,1.0
197.75,2047.0,1.0
197.25,2048.0,1.0
197.5,2049.0,1.0
197.25,2050.0,1.0
197.5,2051.0,1.0
198.25,2052.0,1.0
197.75,2053.0,1.0
198.0,2054.0,1.0
198.25,2055.0,1.0
197.75,2056.0,1.0
198.5,2057.0,1.0
198.0,2058.0,1.0
198.5,2059.0,1.0
198.5,2060.0,1.0
198.5,2061.0,1.0
198.5,2062.0,1.0
198.25,2063.0,1.0
198.75,2064.0,1.0
199.25,2065.0,1.0
198.75,2066.0,1.0
199.0,2067.0,1.0
198.75,2068.0,1.0
199.25,2069.0,1.0
199.0,2070.0,1.0
199.5,2071.0,1.0
199.5,2072.0,1.0
199.5,2073.0,1.0
199.5,2074.0,1.0
199.5,2075.0,1.0
200.25,2076.0,0.0
200.0,2077.0,1.0
199.75,2078.0,1.0
199.5,2079.0,1.0
199.75,2080.0,1.0
199.75,2081.0,1.0
200.25,2082.0,0.0
199.75,2083.0,1.0
200.5,2084.0,0.0
200.5,2085.0,0.0
200.5,2086.0,0.0
200.25,2087.0,0.0
200.25,2088.0,0.0
200.75,2089.0,0.0
200.25,2090.0,0.0
200.75,2091.0,0.0
200.0,2092.0,1.0
200.75,2093.0,0.0
201.0,2094.0,0.0
201.0,2095.0,0.0
200.25,2096.0,0.0
200.25,2097.0,0.0
200.0,2098.0,1.0
200.75,2099.0,0.0
200.5,2100.0,0.0
200.5,2101.0,0.0
200.25,2102.0,0.0
200.0,2103.0,1.0
200.5,2104.0,0.0
200.25,2105.0,0.0
199.75,2106.0,1.0
199.75,2107.0,1.0
200.25,2108.0,0.0
199.75,2109.0,1.0
200.0,2110.0,1.0
199.0,2111.0,1.0
200.0,2112.0,1.0
199.25,2113.0,1.0
199.25,2114.0,1.0
199.0,2115.0,1.0
199.5,2116.0,1.0
199.0,2117.0,1.0
199.0,2118.0,1.0
199.5,2119.0,1.0
198.75,2120.0,1.0
199.75,2121.0,1.0
199.0,2122.0,1.0
199.75,2123.0,1.0
199.5,2124.0,1.0
199.25,2125.0,1.0
199.25,2126.0,1.0
199.25,2127.0,1.0
199.5,2128.0,1.0
199.75,2129.0,1.0
199.25,2130.0,1.0
199.75,2131.0,1.0
199.25,2132.0,1.0
199.0,2133.0,1.0
199.5,2134.0,1.0
199.75,2135.0,1.0
199.25,2136.0,1.0
200.0,2137.0,1.0
199.75,2138.0,1.0
199.5,2139.0,1.0
199.75,2140.0,1.0
199.75,2141.0,1.0
199.75,2142.0,1.0
199.5,2143.0,1.0
200.25,2144.0,0.0
200.0,2145.0,1.0
200.0,2146.0,1.0
200.0,2147.0,1.0
200.0,2148.0,1.0
200.25,2149.0,0.0
200.25,2150.0,0.0
199.75,2151.0,1.0
200.75,2152.0,0.0
200.25,2153.0,0.0
200.25,2154.0,0.0
200.0,2155.0,1.0
200.0,2156.0,1.0
200.5,2157.0,0.0
200.0,2158.0,1.0
200.0,2159.0,1.0
199.75,2160.0,1.0
200.75,2161.0,0.0
200.25,2162.0,0.0
200.5,2163.0,0.0
200.75,2164.0,0.0
200.0,2165.0,1.0
200.5,2166.0,0.0
199.75,2167.0,1.0
200.25,2168.0,0.0
200.5,2169.0,0.0
199.75,2170.0,1.0
200.25,2171.0,0.0
200.0,2172.0,1.0
200.0,2173.0,1.0
200.25,2174.0,0.0
199.5,2175.0,1.0
199.75,2176.0,1.0
199.5,2177.0,1.0
199.5,2178.0,1.0
199.75,2179.0,1.0
199.5,2180.0,1.0
200.25,2181.0,0.0
199.75,2182.0,1.0
199.25,2183.0,1.0
199.5,2184.0,1.0
199.5,2185.0,1.0
199.5,2186.0,1.0
199.5,2187.0,1.0
199.5,2188.0,1.0
199.25,2189.0,1.0
199.5,2190.0,1.0
200.0,2191.0,1.0
199.75,2192.0,1.0
199.5,2193.0,1.0
199.5,2194.0,1.0
200.25,2195.0,0.0
200.0,2196.0,1.0
199.5,2197.0,1.0
199.5,2198.0,1.0
199.75,2199.0,1.0
199.5,2200.0,1.0
199.75,2201.0,1.0
200.0,2202.0,1.0
199.5,2203.0,1.0
200.25,2204.0,0.0
199.75,2205.0,1.0
200.25,2206.0,0.0
200.5,2207.0,0.0
199.75,2208.0,1.0
200.25,2209.0,0.0
200.5,2210.0,0.0
200.0,2211.0,1.0
200.0,2212.0,1.0
200.0,2213.0,1.0
200.25,2214.0,0.0
200.5,2215.0,0.0
200.0,2216.0,1.0
200.75,2217.0,0.0
200.0,2218.0,1.0
200.25,2219.0,0.0
200.5,2220.0,0.0
199.75,2221.0,1.0
200.75,2222.0,0.0
200.0,2223.0,1.0
200.75,2224.0,0.0
200.5,2225.0,0.0
200.0,2226.0,1.0
200.75,2227.0,0.0
200.5,2228.0,0.0
199.75,2229.0,1.0
200.5,2230.0,0.0
200.0,2231.0,1.0
200.25,2232.0,0.0
200.0,2233.0,1.0
199.75,2234.0,1.0
200.5,2235.0,0.0
199.75,2236.0,1.0
199.75,2237.0,1.0
200.5,2238.0,0.0
200.0,2239.0,1.0
199.75,2240.0,1.0
199.5,2241.0,1.0
200.5,2242.0,0.0
199.5,2243.0,1.0
200.25,2244.0,0.0
200.25,2245.0,0.0
200.0,2246.0,1.0
199.5,2247.0,1.0
200.0,2248.0,1.0
200.0,2249.0,1.0
200.0,2250.0,1.0
199.75,2251.0,1.0
200.25,2252.0,0.0
199.25,2253.0,1.0
199.75,2254.0,1.0
200.25,2255.0,0.0
199.5,2256.0,1.0
200.0,2257.0,0.0
199.5,2258.0,0.0
199.25,2259.0,0.0
200.0,2260.0,0.0
199.5,2261.0,0.0
199.5,2262.0,0.0
199.25,2263.0,0.0
199.25,2264.0,0.0
199.75,2265.0,0.0
200.0,2266.0,0.0
199.75,2267.0,0.0
199.25,2268.0,0.0
199.0,2269.0,0.0
199.25,2270.0,0.0
199.5,2271.0,0.0
199.75,2272.0,0.0
199.0,2273.0,0.0
199.5,2274.0,0.0
199.0,2275.0,0.0
199.0,2276.0,0.0
198.75,2277.0,0.0
199.0,2278.0,0.0
198.75,2279.0,0.0
198.5,2280.0,0.0
198.75,2281.0,0.0
199.0,2282.0,0.0
198.25,2283.0,0.0
198.75,2284.0,0.0
198.25,2285.0,0.0
198.0,2286.0,0.0
198.0,2287.0,0.0
198.0,2288.0,0.0
197.75,2289.0,0.0
197.5,2290.0,0.0
197.25,2291.0,0.0
197.75,2292.0,0.0
197.5,2293.0,0.0
197.75,2294.0,0.0
197.5,2295.0,0.0
197.25,2296.0,0.0
197.25,2297.0,0.0
197.0,2298.0,0.0
197.25,2299.0,0.0
196.75,2300.0,0.0
196.5,2301.0,0.0
196.0,2302.0,0.0
196.5,2303.0,0.0
196.25,2304.0,0.0
195.75,2305.0,0.0
195.75,2306.0,0.0
196.0,2307.0,0.0
196.0,2308.0,0.0
195.25,2309.0,0.0
195.75,2310.0,0.0
195.25,2311.0,0.0
195.25,2312.0,0.0
195.75,2313.0,0.0
195.5,2314.0,0.0
194.75,2315.0,0.0
195.5,2316.0,0.0
195.0,2317.0,0.0
195.25,2318.0,0.0
194.5,2319.0,0.0
194.5,2320.0,0.0
194.0,2321.0,0.0
194.25,2322.0,0.0
194.0,2323.0,0.0
194.5,2324.0,0.0
193.75,2325.0,0.0
193.75,2326.0,0.0
193.5,2327.0,0.0
193.5,2328.0,0.0
194.0,2329.0,0.0
194.0,2330.0,0.0
193.25,2331.0,0.0
193.0,2332.0,0.0
192.75,2333.0,0.0
193.25,2334.0,0.0
193.25,2335.0,0.0
192.5,2336.0,0.0
193.25,2337.0,0.0
193.0,2338.0,0.0
192.75,2339.0,0.0
192.75,2340.0,0.0
192.5,2341.0,0.0
192.5,2342.0,0.0
192.75,2343.0,0.0
192.0,2344.0,0.0
191.75,2345.0,0.0
192.0,2346.0,0.0
192.25,2347.0,0.0
192.0,2348.0,0.0
191.75,2349.0,0.0
191.0,2350.0,0.0
191.5,2351.0,0.0
191.5,2352.0,0.0
191.5,2353.0,0.0
190.5,2354.0,0.0
191.0,2355.0,0.0
191.0,2356.0,0.0
190.5,2357.0,0.0
190.25,2358.0,0.0
190.75,2359.0,0.0
190.5,2360.0,0.0
190.25,2361.0,0.0
190.5,2362.0,0.0
189.75,2363.0,0.0
190.25,2364.0,0.0
189.5,2365.0,0.0
189.5,2366.0,0.0
190.0,2367.0,0.0
189.5,2368.0,0.0
189.25,2369.0,0.0
189.5,2370.0,0.0
189.25,2371.0,0.0
188.75,2372.0,0.0
189.25,2373.0,0.0
189.25,2374.0,0.0
189.0,2375.0,0.0
188.5,2376.0,0.0
189.25,2377.0,0.0
188.75,2378.0,0.0
189.0,2379.0,0.0
188.25,2380.0,0.0
188.25,2381.0,0.0
188.75,2382.0,0.0
188.0,2383.0,0.0
188.25,2384.0,0.0
187.75,2385.0,0.0
187.75,2386.0,0.0
187.5,2387.0,0.0
187.5,2388.0,0.0
187.5,2389.0,0.0
188.0,2390.0,0.0
187.25,2391.0,0.0
187.25,2392.0,0.0
187.25,2393.0,0.0
187.5,2394.0,0.0
187.5,2395.0,0.0
187.25,2396.0,0.0
186.75,2397.0,0.0
186.75,2398.0,0.0
187.5,2399.0,0.0
187.0,2400.0,0.0
187.25,2401.0,0.0
186.25,2402.0,0.0
186.25,2403.0,0.0
186.75,2404.0,0.0
186.0,2405.0,0.0
186.75,2406.0,0.0
186.5,2407.0,0.0
185.75,2408.0,0.0
186.25,2409.0,0.0
185.75,2410.0,0.0
186.0,2411.0,0.0
185.75,2412.0,0.0
186.0,2413.0,0.0
186.0,2414.0,0.0
185.75,2415.0,0.0
185.75,2416.0,0.0
185.0,2417.0,0.0
185.25,2418.0,0.0
185.75,2419.0,0.0
184.75,2420.0,0.0
185.25,2421.0,0.0
184.75,2422.0,0.0
184.5,2423.0,0.0
184.5,2424.0,0.0
185.0,2425.0,0.0
184.75,2426.0,0.0
185.0,2427.0,0.0
185.0,2428.0,0.0
184.75,2429.0,0.0
184.0,2430.0,0.0
184.5,2431.0,0.0
184.25,2432.0,0.0
184.25,2433.0,0.0
184.25,2434.0,0.0
184.25,2435.0,0.0
184.25,2436.0,0.0
183.25,2437.0,0.0
184.0,2438.0,0.0
183.75,2439.0,0.0
184.0,2440.0,0.0
183.5,2441.0,0.0
183.25,2442.0,0.0
183.0,2443.0,0.0
183.5,2444.0,0.0
182.75,2445.0,0.0
182.5,2446.0,0.0
183.0,2447.0,0.0
183.0,2448.0,0.0
182.5,2449.0,0.0
182.25,2450.0,0.0
183.0,2451.0,0.0
182.5,2452.0,0.0
182.25,2453.0,0.0
182.25,2454.0,0.0
182.75,2455.0,0.0
182.0,2456.0,0.0
181.75,2457.0,0.0
181.75,2458.0,0.0
181.5,2459.0,0.0
181.75,2460.0,0.0
181.5,2461.0,0.0
182.0,2462.0,0.0
181.25,2463.0,0.0
181.75,2464.0,0.0
182.0,2465.0,0.0
181.25,2466.0,0.0
181.75,2467.0,0.0
181.25,2468.0,0.0
181.0,2469.0,0.0
181.0,2470.0,0.0
181.0,2471.0,0.0
180.5,2472.0,0.0
181.0,2473.0,0.0
180.5,2474.0,0.0
180.75,2475.0,0.0
181.0,2476.0,0.0
180.25,2477.0,0.0
180.25,2478.0,0.0
180.25,2479.0,0.0
180.0,2480.0,0.0
180.25,2481.0,0.0
180.0,2482.0,0.0
180.5,2483.0,0.0
179.75,2484.0,0.0
180.25,2485.0,0.0
180.25,2486.0,0.0
179.5,2487.0,0.0
179.25,2488.0,0.0
179.0,2489.0,0.0
179.75,2490.0,0.0
179.75,2491.0,0.0
179.0,2492.0,0.0
179.0,2493.0,0.0
178.75,2494.0,0.0
178.75,2495.0,0.0
179.25,2496.0,0.0
179.25,2497.0,0.0
179.0,2498.0,0.0
179.0,2499.0,0.0
178.25,2500.0,0.0
178.75,2501.0,0.0
178.75,2502.0,0.0
178.75,2503.0,0.0
178.0,2504.0,0.0
178.25,2505.0,0.0
178.0,2506.0,0.0
178.25,2507.0,0.0
178.25,2508.0,0.0
178.0,2509.0,0.0
178.0,2510.0,0.0
177.5,2511.0,0.0
178.0,2512.0,0.0
178.0,2513.0,0.0
177.75,2514.0,0.0
177.25,2515.0,0.0
177.75,2516.0,0.0
177.25,2517.0,0.0
177.5,2518.0,0.0
177.5,2519.0,0.0
177.25,2520.0,0.0
177.5,2521.0,0.0
176.5,2522.0,0.0
176.5,2523.0,0.0
176.5,2524.0,0.0
176.75,2525.0,0.0
177.25,2526.0,0.0
177.0,2527.0,0.0
177.0,2528.0,0.0
176.5,2529.0,0.0
176.75,2530.0,0.0
176.5,2531.0,0.0
176.75,2532.0,0.0
176.0,2533.0,0.0
176.0,2534.0,0.0
175.5,2535.0,0.0
175.75,2536.0,0.0
176.0,2537.0,0.0
176.25,2538.0,0.0
175.5,2539.0,0.0
175.25,2540.0,0.0
175.5,2541.0,0.0
175.5,2542.0,0.0
175.5,2543.0,0.0
175.0,2544.0,0.0
175.5,2545.0,0.0
175.5,2546.0,0.0
174.75,2547.0,0.0
174.75,2548.0,0.0
175.25,2549.0,0.0
175.0,2550.0,0.0
174.75,2551.0,0.0
174.5,2552.0,0.0
174.75,2553.0,0.0
175.0,2554.0,0.0
174.5,2555.0,0.0
174.5,2556.0,0.0
174.5,2557.0,0.0
174.75,2558.0,0.0
174.75,2559.0,0.0
174.0,2560.0,0.0
174.25,2561.0,0.0
174.5,2562.0,0.0
173.5,2563.0,0.0
173.75,2564.0,0.0
173.25,2565.0,0.0
174.0,2566.0,0.0
173.5,2567.0,0.0
174.0,2568.0,0.0
173.25,2569.0,0.0
173.0,2570.0,0.0
173.0,2571.0,0.0
173.0,2572.0,0.0
172.75,2573.0,0.0
172.75,2574.0,0.0
172.75,2575.0,0.0
173.25,2576.0,0.0
173.0,2577.0,0.0
173.0,2578.0,0.0
173.0,2579.0,0.0
172.75,2580.0,0.0
173.0,2581.0,0.0
172.75,2582.0,0.0
172.25,2583.0,0.0
172.0,2584.0,0.0
172.25,2585.0,0.0
172.5,2586.0,0.0
172.0,2587.0,0.0
171.75,2588.0,0.0
172.25,2589.0,0.0
172.5,2590.0,0.0
171.75,2591.0,0.0
171.5,2592.0,0.0
171.75,2593.0,0.0
172.0,2594.0,0.0
172.0,2595.0,0.0
172.0,2596.0,0.0
172.0,2597.0,0.0
172.0,2598.0,0.0
171.25,2599.0,0.0
171.75,2600.0,0.0
171.0,2601.0,0.0
171.25,2602.0,0.0
171.5,2603.0,0.0
171.25,2604.0,0.0
170.5,2605.0,0.0
171.0,2606.0,0.0
170.5,2607.0,0.0
171.0,2608.0,0.0
171.0,2609.0,0.0
171.0,2610.0,0.0
171.0,2611.0,0.0
170.25,2612.0,0.0
170.0,2613.0,0.0
170.0,2614.0,0.0
169.75,2615.0,0.0
170.5,2616.0,0.0
169.75,2618.0,0.0
169.75,2618.0,0.0
169.75,2619.0,0.0
169.75,2620.0,0.0
170.25,2621.0,0.0
170.25,2622.0,0.0
169.25,2623.0,0.0
169.25,2624.0,0.0
170.0,2625.0,0.0
169.5,2626.0,0.0
169.75,2627.0,0.0
169.25,2628.0,0.0
169.5,2629.0,0.0
169.0,2630.0,0.0
169.0,2631.0,0.0
169.0,2632.0,0.0
169.25,2634.0,0.0
169.5,2634.0,0.0
169.0,2636.0,0.0
168.75,2636.0,0.0
169.25,2637.0,0.0
168.75,2639.0,0.0
168.25,2640.0,0.0
168.75,2641.0,0.0
168.5,2641.0,0.0
169.0,2643.0,0.0
168.75,2644.0,0.0
168.5,2645.0,0.0
168.5,2646.0,0.0
168.5,2647.0,0.0
168.5,2648.0,0.0
168.25,2649.0,0.0
168.5,2650.0,0.0
167.75,2651.0,0.0
168.25,2652.0,0.0
167.5,2653.0,0.0
167.5,2654.0,0.0
167.5,2655.0,0.0
167.25,2656.0,0.0
167.5,2657.0,0.0
167.25,2658.0,0.0
167.75,2659.0,0.0
167.75,2660.0,0.0
167.25,2661.0,0.0
167.75,2662.0,0.0
166.75,2663.0,0.0
167.5,2664.0,0.0
167.5,2665.0,0.0
167.5,2666.0,0.0
167.25,2667.0,0.0
166.5,2668.0,0.0
166.5,2669.0,0.0
167.0,2670.0,0.0
166.5,2671.0,0.0
166.25,2672.0,0.0
166.5,2673.0,0.0
166.0,2674.0,0.0
166.75,2675.0,0.0
166.5,2676.0,0.0
166.0,2677.0,0.0
166.5,2678.0,0.0
165.75,2679.0,0.0
166.5,2680.0,0.0
166.5,2681.0,0.0
165.75,2682.0,0.0
166.25,2683.0,0.0
165.25,2684.0,0.0
165.5,2685.0,0.0
165.75,2686.0,0.0
166.0,2687.0,0.0
165.25,2688.0,0.0
165.0,2689.0,0.0
165.75,2690.0,0.0
165.5,2691.0,0.0
164.75,2692.0,0.0
164.75,2693.0,0.0
164.5,2694.0,0.0
165.25,2695.0,0.0
165.0,2696.0,0.0
165.25,2697.0,0.0
164.5,2698.0,0.0
164.5,2699.0,0.0
164.75,2700.0,0.0
164.0,2701.0,0.0
164.75,2702.0,0.0
164.25,2703.0,0.0
164.5,2704.0,0.0
164.0,2705.0,0.0
164.25,2706.0,0.0
164.0,2707.0,0.0
163.5,2708.0,0.0
163.75,2709.0,0.0
163.75,2710.0,0.0
163.5,2711.0,0.0
164.0,2712.0,0.0
163.25,2713.0,0.0
163.5,2714.0,0.0
164.0,2715.0,0.0
163.75,2716.0,0.0
163.0,2717.0,0.0
163.25,2718.0,0.0
163.5,2719.0,0.0
163.75,2720.0,0.0
163.0,2721.0,0.0
163.0,2722.0,0.0
162.75,2723.0,0.0
162.75,2724.0,0.0
163.25,2725.0,0.0
163.0,2726.0,0.0
162.5,2727.0,0.0
162.5,2728.0,0.0
162.25,2729.0,0.0
162.5,2730.0,0.0
163.0,2731.0,0.0
162.5,2732.0,0.0
162.25,2733.0,0.0
162.75,2734.0,0.0
162.0,2735.0,0.0
162.0,2736.0,0.0
162.0,2737.0,0.0
162.25,2738.0,0.0
162.0,2739.0,0.0
162.25,2740.0,0.0
161.75,2741.0,0.0
162.25,2742.0,0.0
161.75,2743.0,0.0
162.0,2744.0,0.0
161.5,2745.0,0.0
161.75,2746.0,0.0
161.5,2747.0,0.0
161.25,2748.0,0.0
161.25,2749.0,0.0
161.25,2750.0,0.0
161.25,2751.0,0.0
161.0,2752.0,0.0
160.75,2753.0,0.0
160.75,2754.0,0.0
160.5,2755.0,0.0
160.75,2756.0,0.0
161.25,2757.0,0.0
160.5,2758.0,0.0
161.0,2759.0,0.0
160.75,2760.0,0.0
160.75,2761.0,0.0
160.75,2762.0,0.0
161.0,2763.0,0.0
160.5,2764.0,0.0
159.75,2765.0,0.0
160.5,2766.0,0.0
160.25,2767.0,0.0
160.5,2768.0,0.0
160.25,2769.0,0.0
159.5,2770.0,0.0
159.75,2771.0,0.0
160.25,2772.0,0.0
159.75,2773.0,0.0
160.25,2774.0,0.0
160.0,2775.0,0.0
160.25,2776.0,0.0
159.5,2777.0,0.0
159.25,2778.0,0.0
159.0,2779.0,0.0
159.0,2780.0,0.0
159.0,2781.0,0.0
159.25,2782.0,0.0
159.5,2783.0,0.0
159.0,2784.0,0.0
159.25,2785.0,0.0
159.25,2786.0,0.0
159.0,2787.0,0.0
158.5,2788.0,0.0
159.25,2789.0,0.0
158.75,2790.0,0.0
159.25,2791.0,0.0
158.25,2792.0,0.0
158.5,2793.0,0.0
158.25,2794.0,0.0
158.75,2795.0,0.0
159.0,2796.0,0.0
158.75,2797.0,0.0
158.25,2798.0,0.0
158.25,2799.0,0.0
159.0,2800.0,0.0
158.5,2801.0,0.0
158.75,2802.0,0.0
158.0,2803.0,0.0
158.0,2804.0,0.0
158.5,2805.0,0.0
158.75,2806.0,0.0
158.0,2807.0,0.0
158.0,2808.0,0.0
158.75,2809.0,0.0
158.5,2810.0,0.0
158.5,2811.0,0.0
158.0,2812.0,0.0
158.75,2813.0,0.0
158.75,2814.0,0.0
158.5,2815.0,0.0
159.0,2816.0,0.0
158.75,2817.0,0.0
158.75,2818.0,0.0
159.5,2819.0,0.0
159.5,2820.0,0.0
159.5,2821.0,0.0
159.25,2822.0,0.0
159.75,2823.0,0.0
159.75,2824.0,0.0
159.5,2825.0,0.0
159.25,2826.0,0.0
159.75,2827.0,0.0
160.25,2828.0,0.0
160.25,2829.0,0.0
159.75,2830.0,0.0
160.25,2831.0,0.0
160.75,2832.0,0.0
160.5,2833.0,0.0
160.25,2834.0,0.0
160.25,2835.0,0.0
160.5,2836.0,0.0
161.25,2837.0,0.0
161.5,2838.0,0.0
161.25,2839.0,0.0
160.75,2840.0,0.0
161.75,2841.0,0.0
161.25,2842.0,0.0
161.0,2843.0,0.0
161.5,2844.0,0.0
160.75,2845.0,0.0
161.0,2846.0,0.0
161.0,2847.0,0.0
161.0,2848.0,0.0
161.5,2849.0,0.0
161.75,2850.0,0.0
161.5,2851.0,0.0
161.5,2852.0,0.0
161.5,2853.0,0.0
161.0,2854.0,0.0
160.75,2855.0,0.0
161.5,2856.0,0.0
161.5,2857.0,0.0
161.25,2858.0,0.0
161.5,2859.0,0.0
160.5,2860.0,0.0
160.5,2861.0,0.0
161.25,2862.0,0.0
161.25,2863.0,0.0
161.0,2864.0,0.0
161.0,2865.0,0.0
160.5,2866.0,0.0
160.25,2867.0,0.0
161.0,2868.0,0.0
160.25,2869.0,0.0
160.75,2870.0,0.0
160.0,2871.0,0.0
160.75,2872.0,0.0
160.25,2873.0,0.0
160.25,2874.0,0.0
159.75,2875.0,0.0
160.25,2876.0,0.0
160.0,2877.0,0.0
160.0,2878.0,0.0
160.0,2879.0,0.0
160.25,2880.0,0.0
160.25,2881.0,0.0
159.5,2882.0,0.0
159.75,2883.0,0.0
160.25,2884.0,0.0
160.25,2885.0,0.0
159.25,2886.0,0.0
160.25,2887.0,0.0
159.75,2888.0,0.0
160.0,2889.0,0.0
159.75,2890.0,0.0
160.25,2891.0,0.0
159.25,2892.0,0.0
160.0,2893.0,0.0
159.75,2894.0,0.0
160.25,2895.0,0.0
159.25,2896.0,0.0
160.0,2897.0,0.0
159.75,2898.0,0.0
159.25,2899.0,0.0
160.0,2900.0,0.0
159.25,2901.0,0.0
159.5,2902.0,0.0
159.75,2903.0,0.0
159.75,2904.0,0.0
160.25,2905.0,0.0
160.25,2906.0,0.0
159.5,2907.0,0.0
159.75,2908.0,0.0
160.0,2909.0,0.0
160.25,2910.0,0.0
160.25,2911.0,0.0
159.75,2912.0,0.0
160.0,2913.0,0.0
160.0,2914.0,0.0
161.0,2915.0,0.0
160.5,2916.0,0.0
160.25,2917.0,0.0
160.75,2918.0,0.0
161.0,2919.0,0.0
160.75,2920.0,0.0
160.75,2921.0,0.0
160.0,2922.0,0.0
161.0,2923.0,0.0
160.75,2924.0,0.0
160.25,2925.0,0.0
160.0,2926.0,0.0
160.25,2927.0,0.0
160.0,2928.0,0.0
160.75,2929.0,0.0
160.0,2930.0,0.0
160.25,2931.0,0.0
160.0,2932.0,0.0
160.5,2933.0,0.0
160.75,2934.0,0.0
160.75,2935.0,0.0
160.5,2936.0,0.0
160.5,2937.0,0.0
160.25,2938.0,0.0
160.25,2939.0,0.0
160.0,2940.0,0.0
160.75,2941.0,0.0
161.0,2942.0,0.0
160.0,2943.0,0.0
160.25,2944.0,0.0
160.75,2945.0,0.0
160.0,2946.0,0.0
161.0,2947.0,0.0
160.0,2948.0,0.0
161.0,2949.0,0.0
160.0,2950.0,0.0
160.25,2951.0,0.0
159.75,2952.0,0.0
160.25,2953.0,0.0
160.75,2954.0,0.0
160.75,2955.0,0.0
160.0,2956.0,0.0
160.25,2957.0,0.0
160.5,2958.0,0.0
159.75,2959.0,0.0
160.75,2960.0,0.0
160.5,2961.0,0.0
160.25,2962.0,0.0
160.0,2963.0,0.0
161.0,2964.0,0.0
160.25,2965.0,0.0
160.0,2966.0,0.0
160.5,2967.0,0.0
159.75,2968.0,0.0
160.5,2969.0,0.0
159.75,2970.0,0.0
160.75,2971.0,0.0
160.0,2972.0,0.0
160.5,2973.0,0.0
159.75,2974.0,0.0
160.5,2975.0,0.0
159.75,2976.0,0.0
160.25,2977.0,0.0
160.5,2978.0,0.0
160.25,2979.0,0.0
160.5,2980.0,0.0
160.25,2981.0,0.0
160.75,2982.0,0.0
160.0,2983.0,0.0
160.75,2984.0,0.0
160.5,2985.0,0.0
160.0,2986.0,0.0
160.5,2987.0,0.0
159.75,2988.0,0.0
160.5,2989.0,0.0
159.5,2990.0,0.0
160.75,2991.0,0.0
159.75,2992.0,0.0
160.5,2993.0,0.0
159.75,2994.0,0.0
160.0,2995.0,0.0
160.25,2996.0,0.0
160.5,2997.0,0.0
160.25,2998.0,0.0
160.5,2999.0,0.0
160.25,3000.0,0.0
159.75,3001.0,0.0
160.75,3002.0,0.0
159.5,3003.0,0.0
160.75,3004.0,0.0
159.75,3005.0,0.0
160.75,3006.0,0.0
159.5,3007.0,0.0
160.5,3008.0,0.0
159.75,3009.0,0.0
160.0,3010.0,0.0
160.0,3011.0,0.0
159.75,3012.0,0.0
160.0,3013.0,0.0
160.5,3014.0,0.0
160.5,3015.0,0.0
160.5,3016.0,0.0
160.75,3017.0,0.0
160.25,3018.0,0.0
161.0,3019.0,0.0
161.0,3020.0,0.0
160.5,3021.0,0.0
161.0,3022.0,0.0
161.0,3023.0,0.0
161.25,3024.0,0.0
160.5,3025.0,0.0
161.0,3026.0,0.0
161.25,3027.0,0.0
161.0,3028.0,0.0
161.0,3029.0,0.0
161.25,3030.0,0.0
161.0,3031.0,0.0
162.0,3032.0,0.0
161.5,3033.0,0.0
161.25,3034.0,0.0
162.25,3035.0,0.0
161.75,3036.0,0.0
161.75,3037.0,0.0
162.0,3038.0,0.0
162.25,3039.0,0.0
162.75,3040.0,0.0
162.5,3041.0,0.0
162.75,3042.0,0.0
163.25,3043.0,0.0
163.5,3044.0,0.0
163.0,3045.0,0.0
163.5,3046.0,0.0
163.5,3047.0,0.0
163.75,3048.0,0.0
163.5,3049.0,0.0
163.5,3050.0,0.0
163.75,3051.0,0.0
164.5,3052.0,0.0
163.75,3053.0,0.0
164.75,3054.0,0.0
165.0,3055.0,0.0
164.5,3056.0,0.0
165.0,3057.0,0.0
164.75,3058.0,0.0
164.75,3059.0,0.0
165.25,3060.0,0.0
165.0,3061.0,0.0
164.75,3062.0,0.0
165.5,3063.0,0.0
165.25,3064.0,0.0
165.25,3065.0,0.0
166.25,3066.0,0.0
166.25,3067.0,0.0
166.0,3068.0,0.0
166.75,3069.0,0.0
166.75,3070.0,0.0
166.5,3071.0,0.0
166.5,3072.0,0.0
167.0,3073.0,0.0
166.75,3074.0,0.0
167.0,3075.0,0.0
167.0,3076.0,0.0
167.25,3077.0,0.0
168.0,3078.0,0.0
167.5,3079.0,0.0
167.75,3080.0,0.0
168.25,3081.0,0.0
168.0,3082.0,0.0
167.75,3083.0,0.0
168.0,3084.0,0.0
168.0,3085.0,0.0
168.25,3086.0,0.0
168.25,3087.0,0.0
168.75,3088.0,0.0
168.5,3089.0,0.0
168.5,3090.0,0.0
168.75,3091.0,0.0
168.75,3092.0,0.0
169.5,3093.0,0.0
169.75,3094.0,0.0
169.75,3095.0,0.0
169.75,3096.0,0.0
170.0,3097.0,0.0
170.25,3098.0,0.0
169.5,3099.0,0.0
170.5,3100.0,0.0
170.5,3101.0,0.0
170.5,3102.0,0.0
171.0,3103.0,0.0
171.0,3104.0,0.0
171.0,3105.0,0.0
171.25,3106.0,0.0
171.25,3107.0,0.0
170.75,3108.0,0.0
171.0,3109.0,0.0
171.75,3110.0,0.0
171.75,3111.0,0.0
171.75,3112.0,0.0
171.5,3113.0,0.0
171.5,3114.0,0.0
171.75,3115.0,0.0
172.5,3116.0,0.0
172.25,3117.0,0.0
172.5,3118.0,0.0
172.5,3119.0,0.0
172.25,3120.0,0.0
172.5,3121.0,0.0
