,"T","t","date"
0,184.54,4203.64,"2022,06,01,19:13:40"
0,185.56,4204.64,"2022,06,01,19:13:41"
0,185.05,4205.64,"2022,06,01,19:13:42"
0,184.54,4206.64,"2022,06,01,19:13:43"
0,184.54,4207.65,"2022,06,01,19:13:44"
0,185.05,4208.65,"2022,06,01,19:13:45"
0,184.29,4209.65,"2022,06,01,19:13:46"
0,184.29,4210.65,"2022,06,01,19:13:47"
0,184.29,4211.65,"2022,06,01,19:13:48"
0,184.29,4212.69,"2022,06,01,19:13:49"
0,184.29,4213.69,"2022,06,01,19:13:50"
0,184.29,4214.69,"2022,06,01,19:13:51"
0,183.78,4215.7,"2022,06,01,19:13:52"
0,184.03,4216.7,"2022,06,01,19:13:53"
0,183.78,4217.7,"2022,06,01,19:13:54"
0,184.03,4218.7,"2022,06,01,19:13:55"
0,183.52,4219.7,"2022,06,01,19:13:56"
0,183.52,4220.7,"2022,06,01,19:13:57"
0,183.78,4221.71,"2022,06,01,19:13:58"
0,183.01,4222.74,"2022,06,01,19:13:59"
0,183.52,4223.74,"2022,06,01,19:14:00"
0,183.01,4224.75,"2022,06,01,19:14:01"
0,182.5,4225.75,"2022,06,01,19:14:02"
0,183.01,4226.75,"2022,06,01,19:14:03"
0,182.76,4227.75,"2022,06,01,19:14:04"
0,182.5,4228.75,"2022,06,01,19:14:05"
0,183.01,4229.78,"2022,06,01,19:14:06"
0,181.99,4230.78,"2022,06,01,19:14:07"
0,181.99,4231.78,"2022,06,01,19:14:08"
0,181.99,4232.81,"2022,06,01,19:14:09"
0,182.76,4233.82,"2022,06,01,19:14:10"
0,182.24,4234.82,"2022,06,01,19:14:11"
0,181.73,4235.82,"2022,06,01,19:14:12"
0,181.48,4236.82,"2022,06,01,19:14:13"
0,181.99,4237.82,"2022,06,01,19:14:14"
0,181.73,4238.83,"2022,06,01,19:14:15"
0,181.48,4239.83,"2022,06,01,19:14:16"
0,181.22,4240.83,"2022,06,01,19:14:17"
0,180.71,4241.83,"2022,06,01,19:14:18"
0,181.22,4242.87,"2022,06,01,19:14:19"
0,180.97,4243.87,"2022,06,01,19:14:20"
0,180.2,4244.87,"2022,06,01,19:14:21"
0,180.71,4245.87,"2022,06,01,19:14:22"
0,180.71,4246.87,"2022,06,01,19:14:23"
0,180.97,4247.88,"2022,06,01,19:14:24"
0,180.2,4248.88,"2022,06,01,19:14:25"
0,180.2,4249.88,"2022,06,01,19:14:26"
0,180.2,4250.88,"2022,06,01,19:14:27"
0,180.46,4251.88,"2022,06,01,19:14:28"
0,179.95,4252.92,"2022,06,01,19:14:29"
0,179.44,4253.92,"2022,06,01,19:14:30"
0,179.44,4254.92,"2022,06,01,19:14:31"
0,179.44,4255.92,"2022,06,01,19:14:32"
0,178.93,4256.92,"2022,06,01,19:14:33"
0,179.44,4257.93,"2022,06,01,19:14:34"
0,178.93,4258.93,"2022,06,01,19:14:35"
0,179.18,4259.93,"2022,06,01,19:14:36"
0,178.42,4260.93,"2022,06,01,19:14:37"
0,178.42,4261.93,"2022,06,01,19:14:38"
0,178.93,4262.97,"2022,06,01,19:14:39"
0,178.16,4263.97,"2022,06,01,19:14:40"
0,179.18,4264.97,"2022,06,01,19:14:41"
0,177.91,4265.97,"2022,06,01,19:14:42"
0,177.91,4266.98,"2022,06,01,19:14:43"
0,177.91,4267.98,"2022,06,01,19:14:44"
0,178.16,4268.98,"2022,06,01,19:14:45"
0,177.65,4269.98,"2022,06,01,19:14:46"
0,177.65,4270.98,"2022,06,01,19:14:47"
0,178.16,4271.99,"2022,06,01,19:14:48"
0,177.91,4273.02,"2022,06,01,19:14:49"
0,177.91,4274.02,"2022,06,01,19:14:50"
0,177.65,4275.02,"2022,06,01,19:14:51"
0,177.4,4276.03,"2022,06,01,19:14:52"
0,178.16,4277.03,"2022,06,01,19:14:53"
0,177.4,4278.03,"2022,06,01,19:14:54"
0,177.4,4279.03,"2022,06,01,19:14:55"
0,177.4,4280.03,"2022,06,01,19:14:56"
0,177.4,4281.04,"2022,06,01,19:14:57"
0,177.14,4282.04,"2022,06,01,19:14:58"
0,177.4,4283.07,"2022,06,01,19:14:59"
0,177.14,4284.08,"2022,06,01,19:15:00"
0,176.89,4285.08,"2022,06,01,19:15:01"
0,176.63,4286.08,"2022,06,01,19:15:02"
0,176.12,4287.08,"2022,06,01,19:15:03"
0,177.14,4288.08,"2022,06,01,19:15:04"
0,176.89,4289.08,"2022,06,01,19:15:05"
0,176.63,4290.09,"2022,06,01,19:15:06"
0,176.38,4291.09,"2022,06,01,19:15:07"
0,176.89,4292.09,"2022,06,01,19:15:08"
0,175.61,4293.12,"2022,06,01,19:15:09"
0,176.12,4294.13,"2022,06,01,19:15:10"
0,176.12,4295.13,"2022,06,01,19:15:11"
0,175.61,4296.13,"2022,06,01,19:15:12"
0,176.38,4297.13,"2022,06,01,19:15:13"
0,175.87,4298.13,"2022,06,01,19:15:14"
0,175.61,4299.13,"2022,06,01,19:15:15"
0,175.61,4300.14,"2022,06,01,19:15:16"
0,174.85,4301.14,"2022,06,01,19:15:17"
0,175.1,4302.14,"2022,06,01,19:15:18"
0,175.36,4303.18,"2022,06,01,19:15:19"
0,175.1,4304.18,"2022,06,01,19:15:20"
0,175.1,4305.18,"2022,06,01,19:15:21"
0,175.1,4306.18,"2022,06,01,19:15:22"
0,175.36,4307.18,"2022,06,01,19:15:23"
0,174.59,4308.18,"2022,06,01,19:15:24"
0,174.08,4309.19,"2022,06,01,19:15:25"
0,174.59,4310.19,"2022,06,01,19:15:26"
0,174.85,4311.19,"2022,06,01,19:15:27"
0,173.83,4312.19,"2022,06,01,19:15:28"
0,174.59,4313.23,"2022,06,01,19:15:29"
0,174.34,4314.23,"2022,06,01,19:15:30"
0,173.83,4315.23,"2022,06,01,19:15:31"
0,173.83,4316.23,"2022,06,01,19:15:32"
0,173.32,4317.23,"2022,06,01,19:15:33"
0,173.83,4318.24,"2022,06,01,19:15:34"
0,173.57,4319.24,"2022,06,01,19:15:35"
0,173.83,4320.24,"2022,06,01,19:15:36"
0,173.83,4321.24,"2022,06,01,19:15:37"
0,172.81,4322.24,"2022,06,01,19:15:38"
0,173.57,4323.28,"2022,06,01,19:15:39"
0,173.06,4324.28,"2022,06,01,19:15:40"
0,172.81,4325.28,"2022,06,01,19:15:41"
0,172.81,4326.29,"2022,06,01,19:15:42"
0,172.3,4327.29,"2022,06,01,19:15:43"
0,172.55,4328.29,"2022,06,01,19:15:44"
0,172.04,4329.29,"2022,06,01,19:15:45"
0,172.04,4330.29,"2022,06,01,19:15:46"
